AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Lineage	Species	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
AMX17569.1	<-PspC*	PspC	PspC	-	84	IEC338SC_0380	bacteria>proteobacteria>gammaproteobacteria	Acinetobacter pittii	DNA-binding transcriptional activator PspC [Acinetobacter pittii]	1016304764	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
ANH37479.1	<-PspC*<-?<-?||SIGMA-HTH->	PspC	PspC	-	84	I601_1037	bacteria>actinobacteria	Nocardioides dokdonensis FR1436	PspC domain protein [Nocardioides dokdonensis FR1436]	1033002151	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*<-?<-?||SIGMA-HTH->	PspC	 PspC* ? ? SIGMA-HTH 
ANY11600.1	PADR-HTH->Toast-rack->PspC*-><-PELOTA<-?<-SbcC+SbcC<-?<-Cluster753_2clades	PspC	PspC	-	84	BCR17_03930	bacteria>firmicutes	Leuconostoc lactis	stress-responsive transcriptional regulator [Leuconostoc lactis]	1049191395	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PADR-HTH->Toast-rack->PspC*-><-PELOTA<-?<-SbcC(s)<-?<-Cluster753_2clades	PspC	PADR-HTH Toast-rack PspC* PELOTA ? SbcC(s) ? Cluster753_2clades
AOP64893.1	PspC*->	PspC	PspC	-	84	DU202_03766	bacteria>proteobacteria>gammaproteobacteria	Acinetobacter baumannii DU202	hypothetical protein DU202_03766 [Acinetobacter baumannii DU202]	1066969499	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	PspC*->	PspC	PspC* 
APJ17974.1	<-PspC*	PspC	PspC	-	84	BS064_02205	bacteria>proteobacteria>gammaproteobacteria	Acinetobacter baumannii	PspC family transcriptional regulator [Acinetobacter baumannii]	1112976532	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
APX03076.1	<-PspC*<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	PspC	PspC	-	84	BWQ92_16385	bacteria>actinobacteria	Arthrobacter sp QXT31	hypothetical protein BWQ92_16385 [Arthrobacter sp. QXT-31]	1134503064	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	PspC	 PspC* ? PspC+TM(s)+Toast-rack* PspC+TM(s)+HISKIN* REC+LuxR-HTH Cluster115_3clades
APX32631.1	PspC*->	PspC	PspC	-	84	BH708_07760	bacteria>actinobacteria	Brachybacterium sp P610X1	hypothetical protein BH708_07760 [Brachybacterium sp. P6-10-X1]	1134532833	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	PspC*->	PspC	PspC* 
AQN79331.1	PADR-HTH->Toast-rack->PspC*-><-PELOTA<-?<-SbcC+SbcC<-?<-Cluster753_2clades	PspC	PspC	-	84	A9176_02510	bacteria>firmicutes	Leuconostoc garlicum	stress-responsive transcriptional regulator [Leuconostoc garlicum]	1145621778	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PADR-HTH->Toast-rack->PspC*-><-PELOTA<-?<-SbcC(s)<-?<-Cluster753_2clades	PspC	PADR-HTH Toast-rack PspC* PELOTA ? SbcC(s) ? Cluster753_2clades
KKS53849.1	PspC*->	PspC	PspC	-	84	UV19_C0003G0004	bacteria	Parcubacteria group bacterium GW2011_GWA2_42_28	hypothetical protein UV19_C0003G0004 [Parcubacteria group bacterium GW2011_GWA2_42_28]	818604799	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	PspC*->	PspC	PspC* 
KKT55823.1	PspC*->	PspC	PspC	-	84	UW45_C0004G0004	bacteria	Parcubacteria group bacterium GW2011_GWC2_44_22	hypothetical protein UW45_C0004G0004 [Parcubacteria group bacterium GW2011_GWC2_44_22]	818711600	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	PspC*->	PspC	PspC* 
OGY75603.1	PspC*->	PspC	PspC	-	84	A2240_03590	bacteria	Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12	hypothetical protein A2240_03590 [Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12]	1088003083	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	PspC*->	PspC	PspC* 
OGY76577.1	PspC*->	PspC	PspC	-	84	A2295_01330	bacteria	Candidatus Jacksonbacteria bacterium RIFOXYB2_FULL_44_15	hypothetical protein A2295_01330 [Candidatus Jacksonbacteria bacterium RIFOXYB2_FULL_44_15]	1088004115	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	PspC*->	PspC	PspC* 
OGY81505.1	PspC*->	PspC	PspC	-	84	A2550_00685	bacteria	Candidatus Jacksonbacteria bacterium RIFOXYD2_FULL_43_21	hypothetical protein A2550_00685 [Candidatus Jacksonbacteria bacterium RIFOXYD2_FULL_43_21]	1088009331	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	PspC*->	PspC	PspC* 
ACA81840.1	<-PspC*<-?<-Toast-rack<-PADR-HTH	PspC	PspC	-	83	pspC	bacteria>firmicutes	Leuconostoc citreum KM20	Putative stress-responsive transcriptional regulator [Leuconostoc citreum KM20]	169803222	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*<-?<-Toast-rack<-PADR-HTH	PspC	 PspC* ? Toast-rack PADR-HTH
AEI57009.1	PspC*-><-?<-?<-?<-ABC-ATPase<-NUDIX	PspC	PspC	-	83	HMPREF0538_20798	bacteria>firmicutes	Lactobacillus reuteri SD2112	PspC domain protein [Lactobacillus reuteri SD2112]	336448394	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*-><-?<-?<-?<-ABC-ATPase<-NUDIX	PspC	PspC* ? ? ? ABC-ATPase NUDIX
AFT80926.1	<-PspC*<-Toast-rack<-PADR-HTH	PspC	PspC	-	83	C270_00035	bacteria>firmicutes	Leuconostoc carnosum JB16	putative stress-responsive transcriptional regulator [Leuconostoc carnosum JB16]	407241276	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*<-Toast-rack<-PADR-HTH	PspC	 PspC* Toast-rack PADR-HTH
AGL65789.2	PspC*->	PspC	PspC	-	83	LBP_p4g007	bacteria>firmicutes	Lactobacillus plantarum subsp plantarum P8	stress-responsive transcriptional regulator PspC (plasmid) [Lactobacillus plantarum subsp. plantarum P-8]	749392368	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->	PspC	PspC* 
AGN98563.1	<-PspC*	PspC	PspC	-	83	LRI_0354	bacteria>firmicutes	Lactobacillus reuteri I5007	phage shock protein C, PspC [Lactobacillus reuteri I5007]	512155280	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
AGR64745.1	PspC*->	PspC	PspC	-	83	N134_08985	bacteria>firmicutes	Lactobacillus reuteri TD1	phage-shock protein [Lactobacillus reuteri TD1]	526121889	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->	PspC	PspC* 
AKP01844.1	PspC*-><-?<-?<-?<-ABC-ATPase<-NUDIX	PspC	PspC	-	83	LRIRT_1619	bacteria>firmicutes	Lactobacillus reuteri	phage shock protein C [Lactobacillus reuteri]	868714591	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*-><-?<-?<-?<-ABC-ATPase<-NUDIX	PspC	PspC* ? ? ? ABC-ATPase NUDIX
ALA94999.1	DEAM->?->?->?->?-><-PspC*	PspC	PspC	-	83	AMK43_02150	bacteria>fusobacteria	Leptotrichia sp oral taxon 212	hypothetical protein AMK43_02150 [Leptotrichia sp. oral taxon 212]	922690250	bacteria>fusobacteria	bacteria>fusobacteria	bacteria	PspC	DEAM->?->?->?->?-><-PspC*	PspC	DEAM ? ? ? ? PspC*
ALV42586.1	SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM-><-?<-SIG+CW-binding-EndolysinC<-REC+LuxR-HTH<-SIG+TM+MORC<-?<-ABC-ATPase<-PspC*<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	PspC	PspC	-	83	AU252_16710	bacteria>actinobacteria	Pseudarthrobacter sulfonivorans	hypothetical protein AU252_16710 [Pseudarthrobacter sulfonivorans]	971342402	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	SIG+TM(s)-><-?<-SIG+CW-binding-EndolysinC<-REC+LuxR-HTH<-SIG+TM+MORC<-?<-ABC-ATPase<-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	PspC	SIG+TM(s) ? SIG+CW-binding-EndolysinC REC+LuxR-HTH SIG+TM+MORC ? ABC-ATPase PspC* ? PspC+TM(s)+Toast-rack* PspC+TM(s)+HISKIN* REC+LuxR-HTH 
AMT94926.1	<-PspC*	PspC	PspC	-	83	A2T55_15305	bacteria>actinobacteria	Brevibacterium linens	hypothetical protein A2T55_15305 [Brevibacterium linens]	1013858088	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
AMW77763.1	<-PspC*	PspC	PspC	-	83	AMD27_01885	bacteria>proteobacteria>gammaproteobacteria	Acinetobacter sp TGLY2	PspC family transcriptional regulator [Acinetobacter sp. TGL-Y2]	1015847389	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
AMY14423.1	<-PspC*	PspC	PspC	-	83	ADV92_07750	bacteria>firmicutes	Lactobacillus reuteri	hypothetical protein ADV92_07750 [Lactobacillus reuteri]	1016921992	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
APB01482.1	<-PspC*||?->Cluster115_3clades->	PspC	PspC	-	83	NS506_07462	bacteria>actinobacteria	Nocardia seriolae	hypothetical protein NS506_07462 [Nocardia seriolae]	1098542696	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*||?->Cluster115_3clades->	PspC	 PspC* ? Cluster115_3clades 
APF41474.1	<-SIG+CW-binding-EndolysinC<-PspC*<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	PspC	PspC	-	83	BHE16_11330	bacteria>actinobacteria	Neomicrococcus aestuarii	hypothetical protein BHE16_11330 [Neomicrococcus aestuarii]	1109134862	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-SIG+CW-binding-EndolysinC<-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	PspC	 SIG+CW-binding-EndolysinC PspC* ? PspC+TM(s)+Toast-rack* PspC+TM(s)+HISKIN* REC+LuxR-HTH Cluster115_3clades
APR29440.1	PspC*->	PspC	PspC	-	83	BTW26_10455	bacteria>firmicutes	Pediococcus acidilactici	hypothetical protein BTW26_10455 (plasmid) [Pediococcus acidilactici]	1125907774	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->	PspC	PspC* 
APT18950.1	SIG+TM+TM+TM->?->?->?->ABC-ATPase->ABC-ATPase->?->PspC*->?->SIG+TM+TM+TM->?->?->pPIWI->TM->Cluster215_2clades->	PspC	PspC	-	83	LA20533_06675	bacteria>firmicutes	Lactobacillus amylophilus DSM 20533 JCM 1125	hypothetical protein LA20533_06675 [Lactobacillus amylophilus DSM 20533 = JCM 1125]	1127845021	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	SIG+TM(s)->?->?->?->ABC-ATPase->ABC-ATPase->?->PspC*->?->SIG+TM(s)->?->?->pPIWI->TM->Cluster215_2clades->	PspC	SIG+TM(s) ? ? ? ABC-ATPase ABC-ATPase ? PspC* ? SIG+TM(s) ? ? pPIWI TM Cluster215_2clades 
KKQ99134.1	HxxxH->PspC*->	PspC	PspC	-	83	UT25_C0004G0042	bacteria	Parcubacteria group bacterium GW2011_GWC1_39_12	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWC1_39_12]	818427986	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
KKR19122.1	HxxxH->PspC*->	PspC	PspC	-	83	UT49_C0003G0042	bacteria	Parcubacteria group bacterium GW2011_GWF1_39_37	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWF1_39_37]	818462631	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
KKR34961.1	<-PspC*<-HxxxH	PspC	PspC	-	83	UT68_C0006G0008	bacteria	Parcubacteria group bacterium GW2011_GWC2_40_10	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWC2_40_10]	818480051	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-HxxxH	PspC	 PspC* HxxxH
KKR51885.1	HxxxH->PspC*->	PspC	PspC	-	83	UT89_C0005G0042	bacteria	Parcubacteria group bacterium GW2011_GWE1_40_20	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWE1_40_20]	818497806	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
KKR69014.1	<-PspC*<-HxxxH	PspC	PspC	-	83	UU11_C0003G0008	bacteria	Parcubacteria group bacterium GW2011_GWF2_40_69	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWF2_40_69]	818515843	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-HxxxH	PspC	 PspC* HxxxH
KKR80498.1	HxxxH->PspC*->	PspC	PspC	-	83	UU27_C0027G0003	bacteria	Parcubacteria group bacterium GW2011_GWD1_40_9	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWD1_40_9]	818528055	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
KKS35773.1	HxxxH->PspC*->	PspC	PspC	-	83	UU99_C0004G0042	bacteria	Parcubacteria group bacterium GW2011_GWE2_42_14	Phage shock protein C, PspC [Parcubacteria group bacterium GW2011_GWE2_42_14]	818586006	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
OHB16298.1	HxxxH->PspC*->	PspC	PspC	-	83	A2566_00285	bacteria	Candidatus Zambryskibacteria bacterium RIFOXYD1_FULL_40_13	hypothetical protein A2566_00285 [Candidatus Zambryskibacteria bacterium RIFOXYD1_FULL_40_13]	1088260199	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
AAO90310.1	Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	PspC	PspC	-	82	pspC	bacteria>proteobacteria>gammaproteobacteria	Coxiella burnetii RSA 493	stress-responsive transcriptional regulator [Coxiella burnetii RSA 493]	29541370	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	PspC	Cluster368_2clades PspC* GNTR-HTH ABC-ATPase 
ABO22293.1	PspC*->	PspC	PspC	-	82	Shew_0421	bacteria>proteobacteria>gammaproteobacteria	Shewanella loihica PV4	phage shock protein C, PspC [Shewanella loihica PV-4]	126636650	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	PspC*->	PspC	PspC* 
ABS01623.1	TM->?-><-?||?->?-><-?||Cluster73_4clades-><-PspC*<-?<-SIG+TM+TM+TM+TM+TM+TM+TM+TM||MODE-HTH+PBPII-><-ABhydrolase||?-><-DEAM	PspC	PspC	-	82	Krad_0132	bacteria>actinobacteria	Kineococcus radiotolerans SRS30216 ATCC BAA149	phage shock protein C, PspC [Kineococcus radiotolerans SRS30216 = ATCC BAA-149]	151358620	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	TM->?-><-?||?->?-><-?||Cluster73_4clades-><-PspC*<-?<-SIG+TM(s)||MODE-HTH+PBPII-><-ABhydrolase||?-><-DEAM	PspC	TM ? ? ? ? ? Cluster73_4clades PspC* ? SIG+TM(s) MODE-HTH+PBPII ABhydrolase ? DEAM
ABX77775.1	<-ABC-ATPase<-GNTR-HTH<-PspC*<-Cluster368_2clades	PspC	PspC	-	82	COXBURSA331_A1174	bacteria>proteobacteria>gammaproteobacteria	Coxiella burnetii RSA 331	PspC domain protein [Coxiella burnetii RSA 331]	161762133	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	<-ABC-ATPase<-GNTR-HTH<-PspC*<-Cluster368_2clades	PspC	 ABC-ATPase GNTR-HTH PspC* Cluster368_2clades
ABY22716.1	SIG+TM+TM+TM+TM-><-PspC*<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->	PspC	PspC	-	82	pspC.1	bacteria>actinobacteria	Renibacterium salmoninarum ATCC 33209	putative stress-responsive transcriptional regulator [Renibacterium salmoninarum ATCC 33209]	162953201	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	SIG+TM(s)-><-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->	PspC	SIG+TM(s) PspC* ? PspC+TM(s)+Toast-rack* PspC+TM(s)+HISKIN* 
AEE44288.1	<-PspC*	PspC	PspC	-	82	Celf_0139	bacteria>actinobacteria	Cellulomonas fimi ATCC 484	PspC domain protein [Cellulomonas fimi ATCC 484]	332337705	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
AEV86225.1	PspC*->	PspC	PspC	-	82	ACPL_5338	bacteria>actinobacteria	Actinoplanes sp SE50110	phage shock protein C, PspC [Actinoplanes sp. SE50/110]	359837784	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	PspC*->	PspC	PspC* 
AML49085.1	Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	PspC	PspC	-	82	AUR58_07785	bacteria>proteobacteria>gammaproteobacteria	Coxiella burnetii	hypothetical protein AUR58_07785 [Coxiella burnetii]	1000818301	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	PspC	Cluster368_2clades PspC* GNTR-HTH ABC-ATPase 
AOY70263.1	<-PspC*<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	PspC	PspC	-	82	ARZXY2_700	bacteria>actinobacteria	Arthrobacter sp ZXY2	phage-shock protein [Arthrobacter sp. ZXY-2]	1092261179	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	PspC	 PspC* ? PspC+TM(s)+Toast-rack* PspC+TM(s)+HISKIN* REC+LuxR-HTH Cluster115_3clades
EAX32605.1	Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	PspC	PspC	-	82	A35_03195	bacteria>proteobacteria>gammaproteobacteria	Coxiella burnetii MSU Goat Q177	hypothetical protein A35_03195 [Coxiella burnetii 'MSU Goat Q177']	120575981	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	PspC	Cluster368_2clades PspC* GNTR-HTH ABC-ATPase 
EGQ43385.1	HTH->?->?-><-PspC*<-Cluster364_3clades	PspC	PspC	-	82	J07AB43_13760	archaea	Candidatus Nanosalina sp J07AB43	putative stress-responsive transcriptional regulator [Candidatus Nanosalina sp. J07AB43]	339758128	archaea>dpann group	archaea>dpann group	archaea	PspC	HTH->?->?-><-PspC*<-Cluster364_3clades	PspC	HTH ? ? PspC* Cluster364_3clades
KKR66184.1	HxxxH->PspC*->	PspC	PspC	-	82	UU06_C0004G0016	bacteria	Parcubacteria group bacterium GW2011_GWB1_40_5	hypothetical protein UU06_C0004G0016 [Parcubacteria group bacterium GW2011_GWB1_40_5]	818512848	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
KND47160.1	HMA->?-><-Cluster372_2clades||?->Cluster470_2clades->?-><-?||PspC*->	PspC	PspC	-	82	AB199_01870	bacteria	Parcubacteria bacterium C7867004	Stress-responsive transcriptional regulator [Parcubacteria bacterium C7867-004]	908302294	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HMA->?-><-Cluster372_2clades||?->Cluster470_2clades->?-><-?||PspC*->	PspC	HMA ? Cluster372_2clades ? Cluster470_2clades ? ? PspC* 
ABN06762.1	<-PspC*<-UbE1	PspC	PspC	-	81	Mlab_0588	archaea>euryarchaeota	Methanocorpusculum labreanum Z	phage shock protein C, PspC [Methanocorpusculum labreanum Z]	124362954	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspC	<-PspC*<-UbE1	PspC	 PspC* UbE1
ABQ90832.1	PspC*->	PspC	PspC	-	81	RoseRS_2455	bacteria>chloroflexi	Roseiflexus sp RS1	phage shock protein C, PspC [Roseiflexus sp. RS-1]	148568687	bacteria>chloroflexi	bacteria>chloroflexi	bacteria	PspC	PspC*->	PspC	PspC* 
ACK41945.1	<-SIG+TM+TM+TM+TM||PspC*->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-LACI-HTH+PBPI	PspC	PspC	-	81	Dtur_0660	bacteria>dictyoglomi	Dictyoglomus turgidum DSM 6724	phage shock protein C, PspC [Dictyoglomus turgidum DSM 6724]	217336152	bacteria>dictyoglomi	bacteria>dictyoglomi	bacteria	PspC	<-SIG+TM(s)||PspC*->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-LACI-HTH+PBPI	PspC	 SIG+TM(s) PspC* PspC+LiaI-LiaF-TM* LiaI-LiaF-TM+Toast-rack LACI-HTH+PBPI
AHI22524.1	PspC*->	PspC	PspC	-	81	B843_05695	bacteria>actinobacteria	Corynebacterium vitaeruminis DSM 20294	Phage shock protein C [Corynebacterium vitaeruminis DSM 20294]	582019181	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	PspC*->	PspC	PspC* 
AIK00249.1	PspC*->	PspC	PspC	-	81	DR90_309	bacteria>proteobacteria>gammaproteobacteria	Moraxella catarrhalis	pspC domain protein [Moraxella catarrhalis]	672768368	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	PspC*->	PspC	PspC* 
AIT43949.1	<-PspC*	PspC	PspC	-	81	MC25239_01566	bacteria>proteobacteria>gammaproteobacteria	Moraxella catarrhalis	phage shock protein C [Moraxella catarrhalis]	696615786	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
ANK59980.1	<-SIG+TM+TM+TM<-?<-PspC*<-Toast-rack	PspC	PspC	-	81	AYR52_06725	bacteria>firmicutes	Lactobacillus backii	hypothetical protein AYR52_06725 [Lactobacillus backii]	1036645213	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SIG+TM(s)<-?<-PspC*<-Toast-rack	PspC	 SIG+TM(s) ? PspC* Toast-rack
ANK63317.1	<-SIG+TM+TM+TM<-?<-PspC*<-Toast-rack	PspC	PspC	-	81	AYR53_11385	bacteria>firmicutes	Lactobacillus backii	hypothetical protein AYR53_11385 [Lactobacillus backii]	1036648561	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SIG+TM(s)<-?<-PspC*<-Toast-rack	PspC	 SIG+TM(s) ? PspC* Toast-rack
ANK64914.1	<-SIG+TM+TM+TM<-?<-PspC*<-Toast-rack	PspC	PspC	-	81	AYR54_06405	bacteria>firmicutes	Lactobacillus backii	hypothetical protein AYR54_06405 [Lactobacillus backii]	1036650419	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SIG+TM(s)<-?<-PspC*<-Toast-rack	PspC	 SIG+TM(s) ? PspC* Toast-rack
ANK66639.1	Toast-rack->PspC*->	PspC	PspC	-	81	AYR55_02355	bacteria>firmicutes	Lactobacillus backii	hypothetical protein AYR55_02355 [Lactobacillus backii]	1036652222	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	Toast-rack->PspC*->	PspC	Toast-rack PspC* 
ANK69678.1	Toast-rack->PspC*->?->SIG+TM+TM+TM->	PspC	PspC	-	81	AYR56_05620	bacteria>firmicutes	Lactobacillus backii	hypothetical protein AYR56_05620 [Lactobacillus backii]	1036655485	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	Toast-rack->PspC*->?->SIG+TM(s)->	PspC	Toast-rack PspC* ? SIG+TM(s) 
BAM27180.1	<-SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM||?->?->?->?-><-?||?->PspC*->	PspC	PspC	-	81	CULC0102_0981	bacteria>actinobacteria	Corynebacterium ulcerans 0102	hypothetical protein CULC0102_0981 [Corynebacterium ulcerans 0102]	393402688	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-SIG+TM(s)||?->?->?->?-><-?||?->PspC*->	PspC	 SIG+TM(s) ? ? ? ? ? ? PspC* 
OGG61249.1	REC+LuxR-HTH->PspC*->	PspC	PspC	-	81	A3C87_01475	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34	hypothetical protein A3C87_01475 [Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34]	1083564699	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	REC+LuxR-HTH->PspC*->	PspC	REC+LuxR-HTH PspC* 
AEK20396.1	DEAM-><-?||?->?->PspC*->	PspC	PspC	-	80	GYY_07710	archaea>euryarchaeota	Methanococcus maripaludis X1	phage shock protein C, PspC [Methanococcus maripaludis X1]	339904954	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspC	DEAM-><-?||?->?->PspC*->	PspC	DEAM ? ? ? PspC* 
AIG65172.1	<-PspC*	PspC	PspC	-	80	WS08_0233	bacteria>firmicutes	Weissella ceti	Bacteriophage shock protein C [Weissella ceti]	667688562	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
AIM62485.1	<-PspC*	PspC	PspC	-	80	WS74_0233	bacteria>firmicutes	Weissella ceti	Bacteriophage shock protein C [Weissella ceti]	682098117	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
