AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Lineage	Species	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
ANW25397.1	PspB*->PspC->	PspB	PspB	SIG	77	BA953_14945	bacteria>proteobacteria>gammaproteobacteria	Vibrio coralliilyticus	phage shock protein B [Vibrio coralliilyticus]	1046929822	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspB*->PspC->	PspB	PspB* PspC 
AOT09419.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	S4054249_16860	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas luteoviolacea	phage shock protein B [Pseudoalteromonas luteoviolacea]	1072040226	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AOT14331.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	S40542_16830	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas luteoviolacea	phage shock protein B [Pseudoalteromonas luteoviolacea]	1072073937	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AOT19247.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	S4054_16835	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas luteoviolacea	phage shock protein B [Pseudoalteromonas luteoviolacea]	1072035305	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AOW82401.1	PspA->PspB*->PspC->	PspB	PspB	SIG	77	VM_06570	bacteria>proteobacteria>gammaproteobacteria	Vibrio mimicus	phage shock protein B [Vibrio mimicus]	1082311598	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
APC86980.1	PspA->PspB*->PspC->	PspB	PspB	SIG	77	FORC22_1119	bacteria>proteobacteria>gammaproteobacteria	Vibrio parahaemolyticus	Phage shock protein B [Vibrio parahaemolyticus]	1102807090	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
APF79175.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	ASZ85_01647	bacteria>proteobacteria>gammaproteobacteria	Vibrio cholerae	phage shock protein B [Vibrio cholerae]	1109336480	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
APP04256.1	PspA->PspB*->PspC->	PspB	PspB	SIG	77	BG259_02280	bacteria>proteobacteria>gammaproteobacteria	Vibrio harveyi	phage shock protein B [Vibrio harveyi]	1120753821	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
APX06588.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	BWP24_10600	bacteria>proteobacteria>gammaproteobacteria	Vibrio campbellii	phage shock protein B [Vibrio campbellii]	1134506605	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AQQ00724.1	PspA->PspB*->PspC*->	PspB	PspB	SIG	77	B0W48_13450	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas aliena	phage shock protein B [Pseudoalteromonas aliena]	1146065466	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC*->	PspB	PspA PspB* PspC* 
AQS37031.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	Sps_01868	bacteria>proteobacteria>gammaproteobacteria	Shewanella psychrophila	phage shock protein B [Shewanella psychrophila]	1148952604	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
BAC59437.1	PspA->PspB*->PspC->	PspB	PspB	SIG	77	VP1174	bacteria>proteobacteria>gammaproteobacteria	Vibrio parahaemolyticus RIMD 2210633	phage shock protein B [Vibrio parahaemolyticus RIMD 2210633]	28806162	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
BAC94157.1	PspA->PspB*->PspC->	PspB	PspB	SIG	77	VV1393	bacteria>proteobacteria>gammaproteobacteria	Vibrio vulnificus YJ016	phage shock protein B [Vibrio vulnificus YJ016]	37198321	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
BAJ02954.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	pspB	bacteria>proteobacteria>gammaproteobacteria	Shewanella violacea DSS12	phage shock protein B [Shewanella violacea DSS12]	293328223	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
CAI87104.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	77	pspB	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas haloplanktis TAC125	regulatory gene for expression of the psp operon with PspC, phage shock protein [Pseudoalteromonas haloplanktis TAC125]	76875883	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
CDQ50042.1	PspA->PspB*->PspC->	PspB	PspB	SIG	77	pspB	bacteria>proteobacteria>gammaproteobacteria	Vibrio anguillarum	Phage shock protein B [Vibrio anguillarum]	692107928	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
ACI99897.1	PspA->PspB*->PspC->?->PspB*->	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum centenum SW	phage shock protein B [Rhodospirillum centenum SW]	209959261	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->?->PspB*->	PspB	PspA PspB* PspC ? PspB* 
ACS85520.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	Dd703_1723	bacteria>proteobacteria>gammaproteobacteria	Dickeya paradisiaca Ech703	phage shock protein B [Dickeya paradisiaca Ech703]	242131218	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
ADM98846.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Dickeya dadantii 3937	psp operon regulatory protein [Dickeya dadantii 3937]	306528916	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AFH95733.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Providencia stuartii MRSN 2154	phage shock protein B [Providencia stuartii MRSN 2154]	384481938	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AIN65445.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Providencia stuartii	phage shock protein B [Providencia stuartii]	684203218	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AJR09321.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	H744_2c2665	bacteria>proteobacteria>gammaproteobacteria	Photobacterium gaetbulicola Gung47	phage shock protein B [Photobacterium gaetbulicola Gung47]	764069307	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AKS42375.1	PspA->PspB*->PspC->?->ENOYCOADEHYD->	PspB	PspB	SIG	76	WM2015_2009	bacteria>proteobacteria>gammaproteobacteria	Wenzhouxiangella marina	phage-shock protein [Wenzhouxiangella marina]	906396946	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->?->ENOYCOADEHYD->	PspB	PspA PspB* PspC ? ENOYCOADEHYD 
ALE22332.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Proteus mirabilis	phage shock protein B [Proteus mirabilis]	927572052	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ALE25470.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Proteus vulgaris	phage shock protein B [Proteus vulgaris]	927575191	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AMG31486.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	AL542_14815	bacteria>proteobacteria>gammaproteobacteria	Grimontia hollisae	phage shock protein B [Grimontia hollisae]	991863195	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AMG66163.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Providencia stuartii	phage shock protein B [Providencia stuartii]	991902951	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AND12949.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Proteus mirabilis	phage shock protein B [Proteus mirabilis]	1026617952	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
ANE73921.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Dickeya solani IPO 2222	phage shock protein B [Dickeya solani IPO 2222]	1028492632	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ANO32671.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	A6E01_05400	bacteria>proteobacteria>gammaproteobacteria	Vibrio breoganii	phage shock protein B [Vibrio breoganii]	1041051494	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
APC11655.1	PspA->PspB*->PspC->	SIG+PspB	PspB	SIG	76	pspB_2	bacteria>proteobacteria>gammaproteobacteria	Providencia rettgeri	Phage shock protein B [Providencia rettgeri]	1101500262	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
APG49737.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	BGK56_01750	bacteria>proteobacteria>gammaproteobacteria	Providencia stuartii	phage shock protein B [Providencia stuartii]	1109572301	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
CAR42909.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Proteus mirabilis HI4320	phage shock protein B [Proteus mirabilis HI4320]	194682721	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
CCO57491.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Vibrio nigripulchritudo	Phage shock protein B [Vibrio nigripulchritudo]	548950151	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
SBT60706.1	PspA->PspB*->PspC->	PspB	PspB	SIG	76	pspB	bacteria>proteobacteria>gammaproteobacteria	Plesiomonas shigelloides	Phage shock protein B [Plesiomonas shigelloides]	1037177430	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AAZ24346.1	<-PspC<-PspB*<-PspA||?->NtrC-AAA+FIS-HTH->?->?->?->ABC-ATPase->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Colwellia psychrerythraea 34H	phage shock protein B [Colwellia psychrerythraea 34H]	71143873	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA||?->NtrC-AAA+FIS-HTH->?->?->?->ABC-ATPase->	PspB	 PspC PspB* PspA ? NtrC-AAA+FIS-HTH ? ? ? ABC-ATPase 
ABG13666.1	<-PspC<-PspB*	PspB	PspB	SIG	75	YPA_1700	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis Antiqua	phage shock protein B [Yersinia pestis Antiqua]	108779608	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*	PspB	 PspC PspB*
ABS48799.1	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis IP 31758	phage shock protein B [Yersinia pseudotuberculosis IP 31758]	152961338	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspB*->PspC->	PspB	PspB* PspC 
ABV41724.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Spro_2623	bacteria>proteobacteria>gammaproteobacteria	Serratia proteamaculans 568	shock B family protein [Serratia proteamaculans 568]	157322627	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ACA68186.1	PspB*->PspC->	PspB	PspB	SIG	75	YPK_1895	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis YPIII	phage shock protein B [Yersinia pseudotuberculosis YPIII]	169750668	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspB*->PspC->	PspB	PspB* PspC 
ACA87370.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Swoo_3099	bacteria>proteobacteria>gammaproteobacteria	Shewanella woodyi ATCC 51908	phage shock protein B [Shewanella woodyi ATCC 51908]	169812786	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ACR69009.1	PspA->PspB*->PspC->	PspB	PspB	SIG	75	NT01EI_1833	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella ictaluri 93146	phage shock protein B, putative [Edwardsiella ictaluri 93-146]	238869298	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
ACT06607.1	PspA->PspB*->PspC->	PspB	PspB	SIG	75	Dd1591_1755	bacteria>proteobacteria>gammaproteobacteria	Dickeya chrysanthemi Ech1591	phage shock protein B [Dickeya chrysanthemi Ech1591]	247537986	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
ACY84702.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella tarda EIB202	phage shock protein B [Edwardsiella tarda EIB202]	267984873	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ACZ76577.1	PspA->PspB*->PspC->	PspB	PspB	SIG	75	Dd586_1714	bacteria>proteobacteria>gammaproteobacteria	Dickeya zeae Ech586	phage shock protein B [Dickeya zeae Ech586]	270343812	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
ADD77193.1	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA||NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis LMG 20103	PspB [Pantoea ananatis LMG 20103]	291152609	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA||NtrC-AAA+FIS-HTH->	PspB	 NtrC-AAA+FIS-HTH ? ? ? PspC PspB* PspA NtrC-AAA+FIS-HTH 
ADM41789.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ETAF_1681	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella tarda FL660	Phage shock protein B [Edwardsiella tarda FL6-60]	304559125	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ADO09649.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea vagans C91	Phage shock protein B [Pantoea vagans C9-1]	308057477	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
ADP12667.1	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia sp Ejp617	phage shock protein B [Erwinia sp. Ejp617]	310767717	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	 NtrC-AAA+FIS-HTH ? ? ? PspC PspB* PspA
ADU69360.1	<-NtrC-AAA+FIS-HTH||?-><-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Pat9b_2046	bacteria>proteobacteria>gammaproteobacteria	Pantoea sp At9b	phage shock protein B [Pantoea sp. At-9b]	316949885	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-NtrC-AAA+FIS-HTH||?-><-?<-?<-?<-PspC<-PspB*<-PspA	PspB	 NtrC-AAA+FIS-HTH ? ? ? ? PspC PspB* PspA
ADV98580.1	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis biovar Medievalis str Harbin 35	DNA-binding transcriptional regulator of psp operon [Yersinia pestis biovar Medievalis str. Harbin 35]	320015009	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*	PspB	 PspC PspB*
ADW74351.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Rahaq_2748	bacteria>proteobacteria>gammaproteobacteria	Rahnella sp Y9602	phage shock protein B [Rahnella sp. Y9602]	321168652	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AEF45741.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	SerAS9_2619	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica AS9	phage shock protein B [Serratia plymuthica AS9]	333474031	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AEF50692.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	SerAS12_2620	bacteria>proteobacteria>gammaproteobacteria	Serratia sp AS12	phage shock protein B [Serratia sp. AS12]	333491530	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AEG28399.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	SerAS13_2621	bacteria>proteobacteria>gammaproteobacteria	Serratia sp AS13	phage shock protein B [Serratia sp. AS13]	333961626	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AER32592.1	PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	PAGR_g2080	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis PA13	phage shock protein B PspB [Pantoea ananatis PA13]	354988468	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspA PspB* PspC ? ? ? NtrC-AAA+FIS-HTH 
AFE58952.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Rahnella aquatilis HX2	phage shock protein B [Rahnella aquatilis HX2]	380754561	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AFJ46742.1	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Shimwellia blattae DSM 4481 NBRC 105725	phage shock protein B [Shimwellia blattae DSM 4481 = NBRC 105725]	386923788	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AGE18404.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia marcescens WW4	DNA-binding transcriptional regulator of psp operon [Serratia marcescens WW4]	445212734	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AGH73828.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella piscicida C07087	phage shock protein B [Edwardsiella piscicida C07-087]	469763410	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AGP44685.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica S13	phage-shock protein [Serratia plymuthica S13]	521011683	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AGQ31362.1	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia liquefaciens ATCC 27592	phage-shock protein [Serratia liquefaciens ATCC 27592]	523442451	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*	PspB	 PspC PspB*
AHG18222.1	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Chania multitudinisentens RB25	phage shock protein [Chania multitudinisentens RB-25]	573926925	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AHK21365.1	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia similis	phage shock protein [Yersinia similis]	588288629	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*	PspB	 PspC PspB*
AHM74107.1	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica LC20	Phage shock protein B [Yersinia enterocolitica LC20]	595641852	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspB*->PspC->	PspB	PspB* PspC 
AIA48549.1	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia sp FS14	phage shock protein B [Serratia sp. FS14]	640859451	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspA->PspB*->PspC->	PspB	PspA PspB* PspC 
AIB12940.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ABAZ39_13305	bacteria>proteobacteria>alphaproteobacteria	Azospirillum brasilense	phage-shock protein [Azospirillum brasilense]	646258467	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AIJ10319.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ETEE_3910	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella anguillarum ET080813	Phage shock protein B [Edwardsiella anguillarum ET080813]	672365122	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AIM22064.1	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia sp SCBI	phage shock protein B [Serratia sp. SCBI]	676309608	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	<-PspC<-PspB*<-PspA	PspB	 PspC PspB* PspA
AIN15368.1	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis	phage shock protein B [Yersinia pseudotuberculosis]	682103491	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspB	PspB*->PspC->	PspB	PspB* PspC 
