GenContext.norep	Lineage.final	count
SIG+BetaPropeller->?->TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->SIGMA-HTH->	bacteria>firmicutes	2
SIG+BetaPropeller->?->TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->SIGMA-HTH->?->?->SIG+BetaPropeller->	bacteria>firmicutes	2
SIG+BetaPropeller->SIG+SAF->TM->?-><-?<-TM(s)<-SIG+TM(s)<-SIG+TM(s)*<-?<-?<-SIG+TM(s)<-?<-?<-TM	bacteria>proteobacteria>alphaproteobacteria	2
SIG+SAF->Cluster40_2clades->DICT-><-?<-SIG+TM<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	2
SIG+TM->?->?->?->?->?->Cluster57_2clades->SIG+TM(s)*->NACHT->	bacteria>proteobacteria>gammaproteobacteria	2
SIG+TM->CheC->?->CheC->SIG+NtrC-AAA+FIS-HTH->SIG+TM(s)*-><-?<-?||?-><-ISOCOT	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM->CheC->?->CheC->SIG+NtrC-AAA+FIS-HTH->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM->CheC->SIG+NtrC-AAA+FIS-HTH->SIG+TM(s)*->?->IONCHANNEL->	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->	bacteria>other unclassified bacteria	2
SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->	bacteria>proteobacteria>gammaproteobacteria	2
SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	bacteria>nitrospirae	2
SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+BetaPropeller->SIG+BetaPropeller->Cluster355_3clades->TM->Cluster112_5clades->GT->DOUBLECORTIN->	bacteria>proteobacteria>betaproteobacteria	2
SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->TPR(s)-><-?<-TPR	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM->SIG+TM(s)*->SIG+TM(s)->	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM(s)->SIG+TM(s)->ABC-ATPase->?->?->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	bacteria>proteobacteria>betaproteobacteria	2
SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->?->SIGMA-HTH->	bacteria>other unclassified bacteria	2
SIG+TM(s)->TM+OmpA->TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	bacteria>firmicutes	2
SIG+TM(s)*->	bacteria>other unclassified bacteria	2
SIG+TM(s)*->?->?->?*->?->REC->	bacteria>firmicutes	2
SIG+TM(s)*->?->?-><-?<-Cluster294_3clades<-?<-ATP-LIGASE+HhH-RADC+BRCT	bacteria>proteobacteria>epsilonproteobacteria	2
SIG+TM(s)*->?->?->FormylT->	bacteria>proteobacteria>epsilonproteobacteria	2
SIG+TM(s)*->?->?->FormylT->?->?->?->TM(s)+ABC-ATPase->	bacteria>proteobacteria>epsilonproteobacteria	2
SIG+TM(s)*->?->SIGMA-HTH->SIG+TM(s)->	bacteria>other unclassified bacteria	2
SIG+TM(s)*->Cluster49_2clades->NACHT->?->?->?->SIG+TM(s)->SIG+TM->	bacteria>proteobacteria>gammaproteobacteria	2
SIG+TM(s)*->SIG+APATPase->	bacteria>proteobacteria>gammaproteobacteria	2
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->	bacteria>pvc group	2
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->REC->HPT+HISKIN+CheW->CheW->CheC->	bacteria>firmicutes	2
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->REC->HPT+HISKIN+CheW->CheW->CheC->CheD->	bacteria>firmicutes	2
SIG+TM(s)*->SIG+TarH+TM+HAMP+MA->	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM(s)*->SIG+TM(s)->TM(s)->?->HIN-HTH->PSE->?->CHTH->	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM(s)*->SIG+TPR->	bacteria>proteobacteria>alphaproteobacteria	2
SIG+TM*->	bacteria>firmicutes	2
SIG+TM*->?->?->?->REC-><-Cluster515_2clades	bacteria>firmicutes	2
SIGMA-HTH->FilH->?-><-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-CheC	bacteria>spirochaetes	2
TM->CheC->PSE->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->SIG+BetaPropeller->SIG+BetaPropeller->SIG+SAF->	bacteria>proteobacteria>deltaproteobacteria	2
TM->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIGMA-HTH->SIG+BetaPropeller->SIG+BetaPropeller->ABC-ATPase->	bacteria>firmicutes	2
TM(s)->SIG+TM(s)*->Cluster255_4clades->SIG+TM->	bacteria>proteobacteria>gammaproteobacteria	2
TM(s)->SIG+TM(s)*->SIG+APATPase->?->SIGMA-HTH-><-?<-Cluster40_2clades<-SIG+SAF	bacteria>proteobacteria>betaproteobacteria	2
TM(s)->SIG+TM(s)*->SIG+APATPase-><-DICT<-Cluster40_2clades<-SIG+SAF||Cluster115_5clades->DOUBLECORTIN->IONCHANNEL->	bacteria>proteobacteria>betaproteobacteria	2
TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM-><-DICT<-Cluster40_2clades	bacteria>proteobacteria>betaproteobacteria	2
TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM-><-DICT<-Cluster40_2clades<-SIG+SAF	bacteria>proteobacteria>betaproteobacteria	2
TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM(s)->	bacteria>proteobacteria>betaproteobacteria	2
TPR->SIG+TM(s)*->SIG+TM->SIG+TM(s)->TM(s)->	bacteria>proteobacteria>deltaproteobacteria	2
TRAM+METHYLASE->tRNA->PSYN->?->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM(s)-><-SIG+TarH+TM+HAMP+MA	bacteria>proteobacteria>betaproteobacteria	2
?*->	bacteria>proteobacteria>deltaproteobacteria	1
?*->	eukaryota>metazoa	1
?*->?-><-PIN+APATPase	bacteria>other unclassified bacteria	1
?*->?-><-SIG+PEP-utilisers-C	bacteria>actinobacteria	1
?*->?->LiaI-LiaF-TM+Toast-rack*->?->REC->	bacteria>firmicutes	1
?*->?->SIG+PSYN->	bacteria>other unclassified bacteria	1
?*->?*->	bacteria>other unclassified bacteria	1
?*-><-?<-Cluster193_7clades	bacteria>firmicutes	1
?*-><-?<-ParA-Soj-PloopNTPase	bacteria>proteobacteria>gammaproteobacteria	1
?*-><-TM(s)	bacteria>firmicutes	1
<-?*	bacteria>cyanobacteria	1
<-?*	eukaryota>metazoa	1
<-?*<-?||?->?->ABC-ATPase->	bacteria>firmicutes	1
<-?*<-?<-?*	bacteria>other unclassified bacteria	1
<-?*<-?<-?<-?<-SIGMA-HTH	bacteria>acidobacteria	1
<-?*<-?<-?<-SIGMA-HTH	bacteria>firmicutes	1
<-?*<-?<-?<-SIGMA-HTH<-?<-Cluster856_2clades	bacteria>firmicutes	1
<-ABC-ATPase(s)||?->?-><-REC<-SIG+TM(s)<-LiaI-LiaF-TM+Toast-rack*	bacteria>fcb group	1
<-ABC-ATPase(s)||?->?->LiaI-LiaF-TM+Toast-rack*-><-LACI-HTH+PBPI	bacteria>firmicutes	1
<-ABC-ATPase<-?||Cluster193_7clades->?*->LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	1
<-ABC-ATPase<-?<-?<-?<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-CheC<-CheC	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-DOC+BirA-HTH<-?*	bacteria>other unclassified bacteria	1
<-ABC-ATPase<-REC<-?<-REC<-?<-LiaI-LiaF-TM+Toast-rack*	bacteria>firmicutes	1
<-ABC-ATPase<-SIG+BetaPropeller<-?<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-TM<-TM+OmpA	bacteria>firmicutes	1
<-ABC-ATPase<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-TM	bacteria>firmicutes	1
<-CheC<-?||SIG+Lysozyme-><-SIG+BetaPropeller<-SIG+BetaPropeller<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM	bacteria>firmicutes	1
<-CheC<-?||SIG+Lysozyme-><-SIG+BetaPropeller<-SIG+BetaPropeller<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM||Cluster440_3clades->	bacteria>firmicutes	1
<-CheC<-?<-?<-TET-TPase<-NACHT<-FHA<-?<-SIG+TM(s)*<-CR-ATPase7<-?<-REC	bacteria>proteobacteria>gammaproteobacteria	1
<-CheC<-CheC<-REC<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-CheC<-TM	bacteria>chrysiogenetes	1
<-CheC<-CheC<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-CheC	bacteria>acidobacteria	1
<-CheC<-CheC<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-CheC<-SIG+BetaPropeller	bacteria>acidobacteria	1
<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>firmicutes	1
<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-?<-CheC<-TM	bacteria>firmicutes	1
<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-REC<-CheC	bacteria>firmicutes	1
<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-CheC	bacteria>firmicutes	1
<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC	bacteria>firmicutes	1
<-CheD<-CheC<-CheW<-HPT+HISKIN+CheW<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>firmicutes	1
<-CheD<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM	bacteria>firmicutes	1
<-CheD<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-PSE<-CheC	bacteria>firmicutes	1
<-CheD<-CheC<-FilH<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	1
<-CheD<-CheC<-HPT+HISKIN+CheW<-REC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-REC<-CheC	bacteria>synergistetes	1
<-CheD<-CheC<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-REC<-CheC	bacteria>firmicutes	1
<-CheD<-CheC<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-DOUBLECORTIN	bacteria>firmicutes	1
<-CheD<-CheC<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	1
<-CheD<-SIG+BetaPropeller<-?<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>firmicutes	1
<-CheD<-SIG+BetaPropeller<-?<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-TM	bacteria>firmicutes	1
<-CheD<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>firmicutes	1
<-CheW<-HPT+HISKIN+CheW<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	1
<-CheW<-HPT+HISKIN+CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	1
<-CheW<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-MULE-TRANSPOSASE<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster103_2clades<-?<-TET-TPase<-NACHT<-SIG+TM(s)*<-Cluster57_2clades<-REC	bacteria>proteobacteria>betaproteobacteria	1
<-Cluster103_2clades<-Cluster179_2clades<-TET-TPase<-NACHT<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster103_2clades<-Cluster179_2clades<-TET-TPase<-NACHT<-SIG+TM(s)*<-Cluster57_2clades	bacteria>proteobacteria>betaproteobacteria	1
<-Cluster103_2clades<-PSE<-TET-TPase<-NACHT<-SIG+TM(s)*<-Cluster57_2clades	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster108_2clades<-?<-?<-FilH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-SIG+TM	bacteria>spirochaetes	1
<-Cluster115_5clades||SIG+SAF->Cluster40_2clades->?-><-SIGMA-HTH<-?<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	1
<-Cluster115_5clades<-?||CheC->?->SIG+TM->CheC->?->SIG+TM(s)*->?->IONCHANNEL->	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster115_5clades<-?||CheC->?->SIG+TM->CheC->SIG+NtrC-AAA+FIS-HTH->SIG+TM(s)*->?->IONCHANNEL->	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster133_3clades<-?<-SIG+TM<-?<-Cluster623_2clades<-?<-Cluster27_3clades<-SIG+TM(s)*<-SIG+Lysozyme	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster133_3clades<-Cluster822_2clades<-SIG+TM<-ZetaToxin<-Cluster168_2clades<-?||TM(s)->SIG+TM(s)*->	bacteria>proteobacteria>betaproteobacteria	1
<-Cluster192_2clades<-?||?->?->PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	1
<-Cluster192_2clades<-?<-?||?->?->PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	1
<-Cluster193_7clades<-?<-?<-?<-?<-SIG+TM(s)*<-TM(s)	bacteria>pvc group	1
<-Cluster216_2clades<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-TM+OmpA<-SIG+TM(s)	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster255_4clades<-SIG+TM(s)*<-TM(s)	bacteria>pvc group	1
<-Cluster297_2clades<-?<-?<-?||PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*->	bacteria>other unclassified bacteria	1
<-Cluster301_2clades||SIG+TPR->?-><-Cluster154_3clades<-TM<-SIG+TM(s)*<-TPR<-Cluster172_2clades<-FHA+TM<-Cluster251_2clades	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster354_2clades<-?<-?<-?<-?<-?<-?<-SIG+TM(s)*<-?<-NACHT<-?<-TM(s)<-SIG+TM(s)<-?<-DOUBLECORTIN	bacteria>proteobacteria>epsilonproteobacteria	1
<-Cluster426_2clades<-?<-?<-?<-?<-SIG+TM(s)*	bacteria>proteobacteria>epsilonproteobacteria	1
<-Cluster515_2clades<-?<-?<-Cluster193_7clades<-?<-REC<-SIG+TM(s)<-LiaI-LiaF-TM+Toast-rack*	bacteria>fcb group	1
<-Cluster542_3clades<-SIG+TM(s)*<-SIG+NtrC-AAA+FIS-HTH<-CheC<-?<-CheC<-SIG+TM	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster562_2clades||?-><-?<-?||?-><-SIG+TM<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster638_2clades<-?<-?<-REC<-SIG+TM(s)<-LiaI-LiaF-TM+Toast-rack*	bacteria>fcb group	1
<-Cluster709_2clades<-Cluster588_2clades||?->PADR-HTH->?*->	bacteria>fcb group	1
<-Cluster759_2clades||PSE-><-PSE<-SIG+TM(s)*	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster765_2clades<-?<-?<-?<-?<-?<-SIG+TM(s)*||?->?-><-?<-?<-Cluster112_5clades<-?<-SIG+PSYN	bacteria>proteobacteria>epsilonproteobacteria	1
<-Cluster765_2clades<-?<-REC<-?<-?<-REC<-?<-LiaI-LiaF-TM+Toast-rack*	bacteria>firmicutes	1
<-Cluster773_2clades<-?||?-><-?<-?<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
<-Cluster774_2clades<-SIGMA-HTH<-?<-?<-SIG+TM(s)*	bacteria>other unclassified bacteria	1
<-DOUBLECORTIN<-Cluster115_5clades||?->?-><-SIGMA-HTH<-ParA-Soj-PloopNTPase<-?<-SIG+TM(s)*	bacteria>proteobacteria>alphaproteobacteria	1
<-DOUBLECORTIN<-Cluster115_5clades<-SIG+TPR<-?<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-Cluster309_2clades<-Cluster112_5clades<-TM	bacteria>aquificae	1
<-DOUBLECORTIN<-Cluster115_5clades<-SIG+TPR<-?<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-Cluster309_2clades<-Cluster112_5clades<-TM<-SIG+SAF<-SIG+BetaPropeller<-SIG+BetaPropeller	bacteria>aquificae	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-?<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>proteobacteria>betaproteobacteria	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-?<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-TPR(s)<-?<-?<-TPR	bacteria>proteobacteria>gammaproteobacteria	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-Cluster355_3clades<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>proteobacteria>betaproteobacteria	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-Cluster541_2clades<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>proteobacteria>betaproteobacteria	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-Cluster541_2clades<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-TPR(s)	bacteria>proteobacteria>gammaproteobacteria	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-SIG+SAF<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>proteobacteria>gammaproteobacteria	1
<-DOUBLECORTIN<-GT<-Cluster112_5clades<-TM<-SIG+SAF<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-TPR(s)	bacteria>proteobacteria>gammaproteobacteria	1
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH||?->?->?->?->?-><-Cluster776_2clades	bacteria>fcb group	1
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH||?->?-><-MODE-HTH+PBPII	bacteria>fcb group	1
<-ENOYCOADEHYD<-?<-?<-SIGMA-HTH<-?<-?<-SIG+APATPase<-SIG+TM(s)*	bacteria>pvc group	1
<-FHA<-?<-?<-SIG+TM<-SIG+TM(s)<-Cluster24_2clades<-Cluster39_2clades<-SIG+TM(s)*<-TM(s)||Cluster168_2clades->ZetaToxin->SIG+TM->?->Cluster133_3clades->NACHT->	bacteria>proteobacteria>betaproteobacteria	1
<-FHA<-?<-SIG+TM<-SIG+TM(s)<-Cluster24_2clades<-Cluster39_2clades<-SIG+TM(s)*<-TM(s)||Cluster168_2clades->ZetaToxin->SIG+TM->Cluster822_2clades->Cluster133_3clades->NACHT->	bacteria>proteobacteria>gammaproteobacteria	1
<-FilH<-?<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-?<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC	bacteria>spirochaetes	1
<-FilH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-CheC	bacteria>spirochaetes	1
<-FilH<-SIGMA-HTH<-?<-?<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)	bacteria>fcb group	1
<-FilH<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-?<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)	bacteria>spirochaetes	1
<-FilH<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>spirochaetes	1
<-FilH<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM	bacteria>spirochaetes	1
<-FilH<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC	bacteria>spirochaetes	1
<-FilH<-SIGMA-HTH<-?<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-CheC<-CheC	bacteria>firmicutes	1
<-FilH<-SIGMA-HTH<-CheD<-CheC<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	1
<-FURR-HTH<-LiaI-LiaF-TM+Toast-rack*<-?<-?<-SIGMA-HTH	bacteria>firmicutes	1
<-GT<-Cluster112_5clades<-TM<-Cluster355_3clades<-SIG+BetaPropeller<-SIG+BetaPropeller||?-><-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>proteobacteria>alphaproteobacteria	1
<-GTPase-AIG<-LiaI-LiaF-TM+Toast-rack*	bacteria>other unclassified bacteria	1
<-HD<-?<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-?<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)	bacteria>other unclassified bacteria	1
<-HISKIN<-HD<-HD<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-Cluster617_2clades<-CheC<-CheC	bacteria>fcb group	1
<-HISKIN<-HD<-HD<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-Cluster617_2clades<-CheC<-CheC	bacteria>other unclassified bacteria	1
<-HPT+HISKIN+CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	1
<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	1
