AccNum	Query	ClustID	ClustName	GenContext	PFAM	DomArch	arch.TMSIG	Length	GenName	Lineage	Species.old	Annotation	GI
ABV87988.1	pspb	000001.461	 PspB	-	PspB	PspB	SIG	75	Spea_2668	bacteria>proteobacteria>gammaproteobacteria	Shewanella pealeana ATCC 700345	shock B family protein [Shewanella pealeana ATCC 700345]	157847489
ABZ77308.1	pspb	000001.461	 PspB	-	PspB	PspB	SIG	75	Shal_2755	bacteria>proteobacteria>gammaproteobacteria	Shewanella halifaxensis HAW-EB4	shock B family protein [Shewanella halifaxensis HAW-EB4]	167354695
ACA68186.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	YPK_1895	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis YPIII	phage shock protein B [Yersinia pseudotuberculosis YPIII]	169750668
ACA87370.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Swoo_3099	bacteria>proteobacteria>gammaproteobacteria	Shewanella woodyi ATCC 51908	phage shock protein B [Shewanella woodyi ATCC 51908]	169812786
ACC89307.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	YPTS_2346	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis PB1/+	phage shock protein B [Yersinia pseudotuberculosis PB1/+]	186698678
ACR69009.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	NT01EI_1833	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella ictaluri 93-146	phage shock protein B, putative [Edwardsiella ictaluri 93-146]	238869298
ACT06607.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	Dd1591_1755	bacteria>proteobacteria>gammaproteobacteria	Dickeya chrysanthemi Ech1591	phage shock protein B [Dickeya chrysanthemi Ech1591]	247537986
ACY84702.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella tarda EIB202	phage shock protein B [Edwardsiella tarda EIB202]	267984873
ACZ76577.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	Dd586_1714	bacteria>proteobacteria>gammaproteobacteria	Dickeya zeae Ech586	phage shock protein B [Dickeya zeae Ech586]	270343812
ADD77193.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA||NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis LMG 20103	PspB [Pantoea ananatis LMG 20103]	291152609
ADM41789.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ETAF_1681	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella tarda FL6-60	Phage shock protein B [Edwardsiella tarda FL6-60]	304559125
ADO09649.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea vagans C9-1	Phage shock protein B [Pantoea vagans C9-1]	308057477
ADP12667.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia sp. Ejp617	phage shock protein B [Erwinia sp. Ejp617]	310767717
ADU69360.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH||?-><-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Pat9b_2046	bacteria>proteobacteria>gammaproteobacteria	Pantoea sp. At-9b	phage shock protein B [Pantoea sp. At-9b]	316949885
ADV98580.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis biovar Medievalis str. Harbin 35	DNA-binding transcriptional regulator of psp operon [Yersinia pestis biovar Medievalis str. Harbin 35]	320015009
ADW74351.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	Rahaq_2748	bacteria>proteobacteria>gammaproteobacteria	Rahnella sp. Y9602	phage shock protein B [Rahnella sp. Y9602]	321168652
AEF45741.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	SerAS9_2619	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica AS9	phage shock protein B [Serratia plymuthica AS9]	333474031
AEF50692.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	SerAS12_2620	bacteria>proteobacteria>gammaproteobacteria	Serratia sp. AS12	phage shock protein B [Serratia sp. AS12]	333491530
AEG28399.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	SerAS13_2621	bacteria>proteobacteria>gammaproteobacteria	Serratia sp. AS13	phage shock protein B [Serratia sp. AS13]	333961626
AER32592.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	PAGR_g2080	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis PA13	phage shock protein B PspB [Pantoea ananatis PA13]	354988468
AFE58952.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Rahnella aquatilis HX2	phage shock protein B [Rahnella aquatilis HX2]	380754561
AFJ46742.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Shimwellia blattae DSM 4481 = NBRC 105725	phage shock protein B [Shimwellia blattae DSM 4481 = NBRC 105725]	386923788
AGE18404.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia marcescens WW4	DNA-binding transcriptional regulator of psp operon [Serratia marcescens WW4]	445212734
AGH73828.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella piscicida C07-087	phage shock protein B [Edwardsiella piscicida C07-087]	469763410
AGP44685.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica S13	phage-shock protein [Serratia plymuthica S13]	521011683
AGQ31362.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia liquefaciens ATCC 27592	phage-shock protein [Serratia liquefaciens ATCC 27592]	523442451
AHG18222.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Chania multitudinisentens RB-25	phage shock protein [Chania multitudinisentens RB-25]	573926925
AHK21365.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia similis	phage shock protein [Yersinia similis]	588288629
AHM74107.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica LC20	Phage shock protein B [Yersinia enterocolitica LC20]	595641852
AIA48549.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia sp. FS14	phage shock protein B [Serratia sp. FS14]	640859451
AIB12940.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ABAZ39_13305	bacteria>proteobacteria>alphaproteobacteria	Azospirillum brasilense	phage-shock protein [Azospirillum brasilense]	646258467
AIJ10319.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ETEE_3910	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella anguillarum ET080813	Phage shock protein B [Edwardsiella anguillarum ET080813]	672365122
AIM22064.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia sp. SCBI	phage shock protein B [Serratia sp. SCBI]	676309608
AIN15368.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis	phage shock protein B [Yersinia pseudotuberculosis]	682103491
AIR86155.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea rwandensis	phage shock protein [Pantoea rwandensis]	691222870
AIU72736.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Hafnia alvei FB1	phage shock protein [Hafnia alvei FB1]	700336242
AIX73691.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea sp. PSNIH2	phage shock protein [Pantoea sp. PSNIH2]	723241055
AJC66655.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Dickeya zeae EC1	phage-shock protein [Dickeya zeae EC1]	744786398
AJI87405.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia frederiksenii Y225	phage shock protein B [Yersinia frederiksenii Y225]	755289951
AJI92543.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis	phage shock protein B [Yersinia pestis]	755295359
AJI95016.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia ruckeri	phage shock protein B [Yersinia ruckeri]	755307534
AJJ17168.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia intermedia	phage shock protein B [Yersinia intermedia]	755400006
AJJ37089.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia kristensenii	phage shock protein B [Yersinia kristensenii]	755436964
AJJ55974.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pseudotuberculosis IP 32953	phage shock protein B [Yersinia pseudotuberculosis IP 32953]	755362090
AJJ63950.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia aldovae 670-83	phage shock protein B [Yersinia aldovae 670-83]	755382377
AJJ81415.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis Antiqua	phage shock protein B [Yersinia pestis Antiqua]	755424837
AKA37300.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia ruckeri	phage shock protein [Yersinia ruckeri]	788043239
AKE10272.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia liquefaciens	phage shock protein [Serratia liquefaciens]	808953118
AKF38290.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	FORC2_2143	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica	phage shock protein [Yersinia enterocolitica]	817365369
AKG71557.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia fonticola	phage shock protein [Serratia fonticola]	820754684
AKH89222.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella tarda	phage shock protein [Edwardsiella tarda]	822618563
AKL43743.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia marcescens	phage shock protein [Serratia marcescens]	828970467
AKM47791.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella sp. EA181011	phage shock protein [Edwardsiella sp. EA181011]	834905760
AKR77846.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella sp. LADL05-105	phage shock protein [Edwardsiella sp. LADL05-105]	902553889
ALG70532.1	pspb	000001.461	 PspB	PspA->PspB*->	PspB	PspB	SIG	75	AL072_05970	bacteria>proteobacteria>alphaproteobacteria	Azospirillum thiophilum	phage-shock protein [Azospirillum thiophilum]	933520213
ALJ36275.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	AMK58_13100	bacteria>proteobacteria>alphaproteobacteria	Azospirillum brasilense	phage shock protein B [Azospirillum brasilense]	938488178
ALL38371.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	AR325_15870	bacteria>proteobacteria>gammaproteobacteria	Serratia marcescens	phage shock protein B [Serratia marcescens]	943366697
ALO35545.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	CMT41_13085	bacteria>proteobacteria>gammaproteobacteria	Colwellia sp. MT41	phage shock protein B [Colwellia sp. MT41]	953005832
ALV92163.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea vagans	phage shock protein [Pantoea vagans]	972388693
ALX95263.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia fonticola	phage shock protein B [Serratia fonticola]	974020139
AMB75945.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis	phage shock protein B [Pantoea ananatis]	984702154
AMG58745.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea agglomerans	phage shock protein B [Pantoea agglomerans]	991895530
AMH01941.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia liquefaciens	phage shock protein B [Serratia liquefaciens]	991938737
AMH18972.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Hafnia alvei	phage shock protein B [Hafnia alvei]	991955773
AML58710.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	AXX16_3013	bacteria>proteobacteria>gammaproteobacteria	Serratia rubidaea	Phage shock protein B [Serratia rubidaea]	1000825953
AMO82614.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Obesumbacterium proteus	phage shock protein B [Obesumbacterium proteus]	1004383580
ANC42139.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Hafnia alvei	phage shock protein B [Hafnia alvei]	1025016636
ANC90589.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	A6A40_00955	bacteria>proteobacteria>alphaproteobacteria	Azospirillum humicireducens	phage shock protein B [Azospirillum humicireducens]	1026294250
ANJ95691.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica	phage shock protein [Serratia plymuthica]	1036404052
ANJ98864.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica	phage shock protein [Serratia plymuthica]	1036407226
ANM80269.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA||?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia marcescens	phage shock protein B [Serratia marcescens]	1039036074
ANS43197.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia plymuthica PRI-2C	Phage shock protein B [Serratia plymuthica PRI-2C]	1043712845
AOE41443.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	BEE12_17230	bacteria>proteobacteria>gammaproteobacteria	Pantoea agglomerans	phage shock protein B [Pantoea agglomerans]	1057484549
AOE99514.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	ATE40_009760	bacteria>proteobacteria>gammaproteobacteria	Serratia sp. YD25	phage shock protein B [Serratia sp. YD25]	1057965423
AOM40279.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	A9255_06625	bacteria>proteobacteria>gammaproteobacteria	Xenorhabdus hominickii	phage shock protein B [Xenorhabdus hominickii]	1062465062
AOP43130.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	A9797_08955	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella piscicida	phage shock protein B [Edwardsiella piscicida]	1066945321
AOV97051.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	A9798_08765	bacteria>proteobacteria>gammaproteobacteria	Edwardsiella hoshinae	phage shock protein B [Edwardsiella hoshinae]	1078649934
BAI71032.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	AZL_003940	bacteria>proteobacteria>alphaproteobacteria	Azospirillum sp. B510	hypothetical protein AZL_003940 [Azospirillum sp. B510]	288909543
BAK11431.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA||NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis AJ13355	phage shock protein B PspB [Pantoea ananatis AJ13355]	327394009
BAO34075.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Serratia marcescens SM39	DNA-binding transcriptional regulator of psp operon [Serratia marcescens SM39]	573010723
CAG20821.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	PSPB	bacteria>proteobacteria>gammaproteobacteria	Photobacterium profundum SS9	phage shock protein B [Photobacterium profundum SS9]	46914041
CAL12190.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica subsp. enterocolitica 8081	phage shock protein B [Yersinia enterocolitica subsp. enterocolitica 8081]	122089342
CAL20978.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis CO92	phage shock protein B [Yersinia pestis CO92]	115348053
CAO96686.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia tasmaniensis Et1/99	Phage shock protein B [Erwinia tasmaniensis Et1/99]	188028824
CAQ84042.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Photorhabdus asymbiotica	phage shock protein b [Photorhabdus asymbiotica]	253780880
CAX55486.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia pyrifoliae Ep1/96	Phage shock protein B [Erwinia pyrifoliae Ep1/96]	224963981
CAX59837.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia billingiae Eb661	Phage shock protein B [Erwinia billingiae Eb661]	299062717
CBA20826.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia amylovora CFBP1430	Phage shock protein B [Erwinia amylovora CFBP1430]	291553781
CBJ46514.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Erwinia amylovora ATCC 49946	phage shock protein B [Erwinia amylovora ATCC 49946]	291199397
CBS85650.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH||?->?->PspA->PspB*->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>alphaproteobacteria	Azospirillum lipoferum 4B	DNA-binding transcriptional regulator of psp operon [Azospirillum lipoferum 4B]	357422808
CBY27309.1	pspb	000001.461	 PspB	PspB*->PspC->	PspB	PspB	SIG	75	Y11_08721	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica subsp. palearctica Y11	phage shock protein B [Yersinia enterocolitica subsp. palearctica Y11]	318605811
CCF09543.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Pantoea ananatis LMG 5342	phage shock protein B [Pantoea ananatis LMG 5342]	365186593
CCQ40665.1	pspb	000001.461	 PspB	<-PspC<-PspB*	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica (type O:5) str. YE53/03	phage shock protein B [Yersinia enterocolitica (type O:5) str. YE53/03]	571262425
CDG17576.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Xenorhabdus doucetiae	Phage shock protein B [Xenorhabdus doucetiae]	661561299
CDG21256.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?||PspA->PspB*->PspC->	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Xenorhabdus poinarii G6	Phage shock protein B [Xenorhabdus poinarii G6]	661564897
CEK23512.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	pspB	bacteria>proteobacteria>gammaproteobacteria	Xenorhabdus nematophila AN6/1	regulatory gene for expression of the psp operon with PspC, phage shock protein [Xenorhabdus nematophila AN6/1]	733162963
CUU24143.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	75	EM595_1909	bacteria>proteobacteria>gammaproteobacteria	Erwinia gerundensis	putative membrane protein [Erwinia gerundensis]	972720706
AAN42921.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Shigella flexneri 2a str. 301	phage shock protein [Shigella flexneri 2a str. 301]	24051623
AAW87382.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Vibrio fischeri ES114	antitoxin of PspCB toxin-antitoxin pair [Vibrio fischeri ES114]	59481743
AAZ88510.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Shigella sonnei Ss046	phage shock protein [Shigella sonnei Ss046]	73855803
ABB62044.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Shigella dysenteriae Sd197	phage shock protein [Shigella dysenteriae Sd197]	81241334
ABB66358.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Shigella boydii Sb227	phage shock protein [Shigella boydii Sb227]	81245650
ABP60843.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	Ent638_2168	bacteria>proteobacteria>gammaproteobacteria	Enterobacter sp. 638	phage shock B family protein [Enterobacter sp. 638]	145318696
ABU76853.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	74	ESA_01599	bacteria>proteobacteria>gammaproteobacteria	Cronobacter sakazakii ATCC BAA-894	hypothetical protein ESA_01599 [Cronobacter sakazakii ATCC BAA-894]	156532027
ABV12524.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	74	CKO_01388	bacteria>proteobacteria>gammaproteobacteria	Citrobacter koseri ATCC BAA-895	hypothetical protein CKO_01388 [Citrobacter koseri ATCC BAA-895]	157082846
ABX66966.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->?->?->?->?->?->NtrC-AAA+FIS-HTH->	PspB	PspB	SIG	74	SPAB_01569	bacteria>proteobacteria>gammaproteobacteria	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	hypothetical protein SPAB_01569 [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]	161363198
ACD08941.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Shigella boydii CDC 3083-94	phage shock protein B [Shigella boydii CDC 3083-94]	187429667
ACT13366.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	PC1_2334	bacteria>proteobacteria>gammaproteobacteria	Pectobacterium carotovorum subsp. carotovorum PC1	phage shock protein B [Pectobacterium carotovorum subsp. carotovorum PC1]	251755290
ACX88365.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	Pecwa_2609	bacteria>proteobacteria>gammaproteobacteria	Pectobacterium parmentieri WPP163	phage shock protein B [Pectobacterium parmentieri WPP163]	261605879
ACY88507.1	pspb	000001.461	 PspB	<-NtrC-AAA+FIS-HTH<-?<-?<-?<-?<-PspC<-PspB*<-PspA	PspB	PspB	SIG	74	pspB	bacteria>proteobacteria>gammaproteobacteria	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	phage shock protein B [Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S]	267993622
