AccNum	Query	ClustID	ClustName	GenContext	PFAM	DomArch	arch.TMSIG	Length	GenName	Lineage	Species.old	Annotation	GI
AQS37032.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	227	Sps_01869	bacteria>proteobacteria>gammaproteobacteria	Shewanella psychrophila	phage shock protein A (PspA) family protein [Shewanella psychrophila]	1148952605
AQS91608.1	pspa	000001.1454	 PspA	<-NtrC-AAA+FIS-HTH||PspA*->?->?->?->?->ABC-ATPase->	PspA_IM30	PspA	-	227	A0U94_12190	bacteria>proteobacteria>alphaproteobacteria	Gluconobacter albidus	phage shock protein PspA [Gluconobacter albidus]	1149027946
BAJ02955.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	227	pspA	bacteria>proteobacteria>gammaproteobacteria	Shewanella violacea DSS12	phage shock protein A [Shewanella violacea DSS12]	293328224
BAM48003.1	pspa	000001.1454	 PspA	<-PspA*<-PspA*<-SIG+TM+TM	PspA_IM30	PspA	ALF	227	AXY_18710	bacteria>firmicutes	Amphibacillus xylanus NBRC 15112	hypothetical protein AXY_18710 [Amphibacillus xylanus NBRC 15112]	407728005
BAN78153.1	pspa	000001.1454	 PspA	SIG+PBPB->SIG+TM+TM+TM+TM->ABC-ATPase-><-PspA*<-SIG+TM+TM||?-><-Usp	PspA_IM30	PspA	-	227	AEQU_2184	bacteria>actinobacteria	Adlercreutzia equolifaciens DSM 19450	phage shock protein [Adlercreutzia equolifaciens DSM 19450]	530779444
CAB12437.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	227	pspA	bacteria>firmicutes	Bacillus subtilis subsp. subtilis str. 168	phage shock protein A homolog [Bacillus subtilis subsp. subtilis str. 168]	2632931
CCK82210.1	pspa	000001.1454	 PspA	PspA*->PspB->PspC->	PspA_IM30	PspA	-	227	pspA	bacteria>proteobacteria>deltaproteobacteria	Desulfobacula toluolica Tol2	PspA: phage shock protein A [Desulfobacula toluolica Tol2]	405108713
CEJ76177.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	227	pspA	bacteria>firmicutes	Bacillus sp.	hypothetical protein BS34A_07100 [Bacillus sp.]	724426258
CQR53982.1	pspa	000001.1454	 PspA	ABC-ATPase->?->Peptidase_M20->?->?->?->Peptidase_M20-><-PspA*	PspA_IM30	PspA	DUF572	227	PRIO_1658	bacteria>firmicutes	Paenibacillus riograndensis SBR5	hypothetical protein PRIO_1658 [Paenibacillus riograndensis SBR5]	806911460
KPK29165.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	227	AMK69_07650	bacteria>nitrospirae	Nitrospira bacterium SG8_3	phage shock protein A [Nitrospira bacterium SG8_3]	931444735
OJX59725.1	pspa	000001.1454	 PspA	<-PspA*||RecR+Toprim_4->?->?->CoA_binding_2->	PspA_IM30	PspA	-	227	BGO89_05780	bacteria	Candidatus Kapabacteria sp. 59-99	phage shock protein A [Candidatus Kapabacteria sp. 59-99]	1113498930
SCA87713.1	pspa	000001.1454	 PspA	<-REC+LuxR-HTH<-SIG+TM+HISKIN<-?<-SIG+Toast-rack<-PspA*	PspA_IM30	PspA	SIG	227	liaH	bacteria>firmicutes	Bacillus glycinifermentans	phage shock protein YvqH [Bacillus glycinifermentans]	1049471766
XP_001699493.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	227	CHLREDRAFT_178147	eukaryota>viridiplantae>chlorophyta	Chlamydomonas reinhardtii	predicted protein [Chlamydomonas reinhardtii]	159482880
AAU22230.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	226	pspA	bacteria>firmicutes	Bacillus licheniformis DSM 13 = ATCC 14580	phage shock protein A homolog [Bacillus licheniformis DSM 13 = ATCC 14580]	52002288
AAU39579.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	226	ydjF	bacteria>firmicutes	Bacillus licheniformis DSM 13 = ATCC 14580	phage shock protein A-like protein YdjF [Bacillus licheniformis DSM 13 = ATCC 14580]	52346945
AAU47706.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BMA1498	bacteria>proteobacteria>betaproteobacteria	Burkholderia mallei ATCC 23344	PspA/IM30 family protein [Burkholderia mallei ATCC 23344]	52427113
ABB08854.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	Bcep18194_A5260	bacteria>proteobacteria>betaproteobacteria	Burkholderia lata	phage shock protein A, PspA [Burkholderia lata]	77967474
ABC22019.1	pspa	000001.1454	 PspA	Pyr_redox_2+Pyr_redox_dim-><-?<-PspB<-PspA*	PspA_IM30	PspA	-	226	Rru_A1218	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum rubrum ATCC 11170	phage shock protein A, PspA [Rhodospirillum rubrum ATCC 11170]	83575468
ABE31006.1	pspa	000001.1454	 PspA	PspA*->?-><-?||FMO-like->?->?-><-SIG+TM+TM+TM+TM+TM+TM<-TM+TM+TM+TM+TM+TM	PspA_IM30	PspA	-	226	Bxe_A1959	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia xenovorans LB400	Putative phage shock protein A, PspA [Paraburkholderia xenovorans LB400]	91687806
ABI75917.1	pspa	000001.1454	 PspA	PspA*->PspB->PspC->	PspA_IM30	PspA	-	226	pspA	bacteria>proteobacteria>alphaproteobacteria	Hyphomonas neptunium ATCC 15444	phage shock protein A [Hyphomonas neptunium ATCC 15444]	114737792
ABI87492.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	Bamb_1936	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria AMMD	phage shock protein A, PspA [Burkholderia ambifaria AMMD]	115281975
ABK39380.1	pspa	000001.1454	 PspA	PspA*->PspB->PspC->	PspA_IM30	PspA	-	226	AHA_1878	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila subsp. hydrophila ATCC 7966	phage shock protein A [Aeromonas hydrophila subsp. hydrophila ATCC 7966]	117562432
ABM52273.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BMASAVP1_A1998	bacteria>proteobacteria>betaproteobacteria	Burkholderia mallei SAVP1	PspA/IM30 family protein [Burkholderia mallei SAVP1]	121229755
ABN01182.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	BMA10229_A3312	bacteria>proteobacteria>betaproteobacteria	Burkholderia mallei NCTC 10229	PspA/IM30 family protein [Burkholderia mallei NCTC 10229]	124291913
ABN81742.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BURPS668_2371	bacteria>proteobacteria>betaproteobacteria	Burkholderia pseudomallei 668	PspA/IM30 family protein [Burkholderia pseudomallei 668]	126218236
ABN90302.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BURPS1106A_2413	bacteria>proteobacteria>betaproteobacteria	Burkholderia pseudomallei 1106a	PspA/IM30 family protein [Burkholderia pseudomallei 1106a]	126226762
ABO04934.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BMA10247_1270	bacteria>proteobacteria>betaproteobacteria	Burkholderia mallei NCTC 10247	PspA/IM30 family protein [Burkholderia mallei NCTC 10247]	126241841
ABO54878.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	Bcep1808_1875	bacteria>proteobacteria>betaproteobacteria	Burkholderia vietnamiensis G4	phage shock protein A, PspA [Burkholderia vietnamiensis G4]	134139135
ABO90469.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	226	pspA	bacteria>proteobacteria>gammaproteobacteria	Aeromonas salmonicida subsp. salmonicida A449	phage shock protein A [Aeromonas salmonicida subsp. salmonicida A449]	142852148
ABX15008.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	Bmul_1320	bacteria>proteobacteria>betaproteobacteria	Burkholderia multivorans ATCC 17616	phage shock protein A, PspA [Burkholderia multivorans ATCC 17616]	160341922
ACA91134.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	Bcenmc03_1973	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia MC0-3	phage shock protein A, PspA [Burkholderia cenocepacia MC0-3]	169816551
ACB64345.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BamMC406_1863	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria MC40-6	phage shock protein A, PspA [Burkholderia ambifaria MC40-6]	171993426
ACC70453.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	Bphy_1270	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia phymatum STM815	phage shock protein A, PspA [Paraburkholderia phymatum STM815]	184192488
ACD16697.1	pspa	000001.1454	 PspA	PspA*->?-><-?||FMO-like->	PspA_IM30	PspA	-	226	Bphyt_2298	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia phytofirmans PsJN	phage shock protein A, PspA [Paraburkholderia phytofirmans PsJN]	187715473
ACO45823.1	pspa	000001.1454	 PspA	<-DXP_synthase_N+Transket_pyr+Transketolase_C<-?<-PspA*	PspA_IM30	PspA	SIG	226	Deide_09450	bacteria>deinococcus-thermus>deinococci	Deinococcus deserti VCD115	putative Phage shock protein A [Deinococcus deserti VCD115]	226317827
ACR28479.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	bglu_1g13270	bacteria>proteobacteria>betaproteobacteria	Burkholderia glumae BGR1	PspA/IM30 family protein [Burkholderia glumae BGR1]	237876146
ADG15776.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BC1002_1710	bacteria>proteobacteria>betaproteobacteria	Burkholderia sp. CCGE1002	phage shock protein A, PspA [Burkholderia sp. CCGE1002]	295436606
ADP31076.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	226	BATR1942_00580	bacteria>firmicutes	Bacillus atrophaeus 1942	phage shock protein PspA [Bacillus atrophaeus 1942]	310867601
ADT67340.1	pspa	000001.1454	 PspA	PspA*->PspC->	PspA_IM30	PspA	-	226	PSM_A0386	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas sp. SM9913	putative negative regulatory gene for the psp operon, phage shock protein A [Pseudoalteromonas sp. SM9913]	315014002
ADV67843.1	pspa	000001.1454	 PspA	Oxidored_FMN-><-?||PspA*->	PspA_IM30	PspA	-	226	Deima_2203	bacteria>deinococcus-thermus>deinococci	Deinococcus maricopensis DSM 21211	phage shock protein A, PspA [Deinococcus maricopensis DSM 21211]	319756086
AEA61047.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	bgla_1g24200	bacteria>proteobacteria>betaproteobacteria	Burkholderia gladioli BSR3	PspA/IM30 family protein [Burkholderia gladioli BSR3]	327369691
AEG60845.1	pspa	000001.1454	 PspA	<-SIG+TM<-SIG+TM+TM<-PspA*	PspA_IM30	PspA	-	226	Desru_2618	bacteria>firmicutes	Desulfotomaculum ruminis DSM 2154	PspA/IM30 family protein [Desulfotomaculum ruminis DSM 2154]	334092505
AEI42081.1	pspa	000001.1454	 PspA	PspA*->PspC->PspA*->	PspA_IM30	PspA	-	226	KNP414_03537	bacteria>firmicutes	Paenibacillus mucilaginosus KNP414	phage shock protein A, PspA [Paenibacillus mucilaginosus KNP414]	336298978
AEO47731.1	pspa	000001.1454	 PspA	Pyr_redox_2+Pyr_redox_dim-><-?<-PspB<-PspA*	PspA_IM30	PspA	-	226	F11_06305	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum rubrum F11	phage shock protein A, PspA [Rhodospirillum rubrum F11]	346717716
AET88957.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	pspA	bacteria>proteobacteria>betaproteobacteria	Burkholderia sp. YI23	putative phage shock protein A, PspA [Burkholderia sp. YI23]	357935398
AFC27893.1	pspa	000001.1454	 PspA	PspA*->PspC->PspA*->	PspA_IM30	PspA	-	226	PM3016_952	bacteria>firmicutes	Paenibacillus mucilaginosus 3016	phage shock protein PspA [Paenibacillus mucilaginosus 3016]	378567583
AFH60046.1	pspa	000001.1454	 PspA	PspA*->PspC->PspA*->	PspA_IM30	PspA	-	226	B2K_04805	bacteria>firmicutes	Paenibacillus mucilaginosus K02	phage-shock protein [Paenibacillus mucilaginosus K02]	384088610
AFR16325.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BPC006_I2458	bacteria>proteobacteria>betaproteobacteria	Burkholderia pseudomallei BPC006	PspA/IM30 family protein [Burkholderia pseudomallei BPC006]	403074745
AFT85571.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	BUPH_02000	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia phenoliruptrix BR3459a	phage shock protein A [Paraburkholderia phenoliruptrix BR3459a]	407235372
AGK47937.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	BTI_1532	bacteria>proteobacteria>betaproteobacteria	Burkholderia thailandensis MSMB121	pspA/IM30 family protein [Burkholderia thailandensis MSMB121]	484586312
AGM43815.1	pspa	000001.1454	 PspA	PspA*->PspB->PspC->	PspA_IM30	PspA	-	226	AHML_10165	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila ML09-119	phage shock protein A [Aeromonas hydrophila ML09-119]	507221278
AGN35125.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	226	ydjF	bacteria>firmicutes	Bacillus paralicheniformis ATCC 9945a	phage shock protein A-like protein YdjF [Bacillus paralicheniformis ATCC 9945a]	510141394
AHD07298.1	pspa	000001.1454	 PspA	<-SIG+TM+TM+TM<-PspA*	PspA_IM30	PspA	SIG	226	ERIC2_c35760	bacteria>firmicutes	Paenibacillus larvae subsp. larvae DSM 25430	PspA/IM30 family protein [Paenibacillus larvae subsp. larvae DSM 25430]	568222860
AHF07153.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	DESME_08735	bacteria>firmicutes	Desulfitobacterium metallireducens DSM 15288	phage-shock protein [Desulfitobacterium metallireducens DSM 15288]	570736122
AHX61177.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	226	B224_2637	bacteria>proteobacteria>gammaproteobacteria	Aeromonas media WS	phage shock protein A [Aeromonas media WS]	615552132
AIO33532.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	DM39_1921	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia	pspA/IM30 family protein [Burkholderia cenocepacia]	685646398
AIO46860.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	DM42_3148	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia	pspA/IM30 family protein [Burkholderia cepacia]	685659733
AIO68158.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	VirB5	226	DM82_1656	bacteria>proteobacteria>betaproteobacteria	Burkholderia oklahomensis	pspA/IM30 family protein [Burkholderia oklahomensis]	685681038
AIO75499.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	DM80_3019	bacteria>proteobacteria>betaproteobacteria	Burkholderia multivorans	pspA/IM30 family protein [Burkholderia multivorans]	685688383
AIP33681.1	pspa	000001.1454	 PspA	<-FMO-like||?-><-?<-PspA*	PspA_IM30	PspA	-	226	DR64_4118	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia xenovorans LB400	pspA/IM30 family protein [Paraburkholderia xenovorans LB400]	685752511
AIV76974.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	X994_497	bacteria>proteobacteria>betaproteobacteria	Burkholderia pseudomallei	pspA/IM30 family protein [Burkholderia pseudomallei]	701272748
AJF83953.1	pspa	000001.1454	 PspA	PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	226	TD68_00240	bacteria>firmicutes	Bacillus atrophaeus	phage-shock protein [Bacillus atrophaeus]	751415166
AJK46892.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BGL_1c23910	bacteria>proteobacteria>betaproteobacteria	Burkholderia glumae PG1	PspA/IM30 family protein [Burkholderia glumae PG1]	755897441
AJO16861.1	pspa	000001.1454	 PspA	SIG+ABhydrolase-><-?<-?||?->PspA*->TM+ZNR->?->Band_7+ZNR->	PspA_IM30	PspA	-	226	SC10_B2orf01009	bacteria>firmicutes	Bacillus paralicheniformis	phage shock protein A-like protein [Bacillus paralicheniformis]	757433533
AJW98409.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BM43_3744	bacteria>proteobacteria>betaproteobacteria	Burkholderia gladioli	pspA/IM30 family protein [Burkholderia gladioli]	772905410
AJX15458.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	BW23_3037	bacteria>proteobacteria>betaproteobacteria	Burkholderia ubonensis MSMB22	pspA/IM30 family protein [Burkholderia ubonensis MSMB22]	772924787
AJX31940.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	VirB5	226	BG90_3053	bacteria>proteobacteria>betaproteobacteria	Burkholderia oklahomensis C6786	pspA/IM30 family protein [Burkholderia oklahomensis C6786]	772971882
AJX43562.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	BG99_2704	bacteria>proteobacteria>betaproteobacteria	Burkholderia mallei	pspA/IM30 family protein [Burkholderia mallei]	772984979
AJY06984.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	AK36_1930	bacteria>proteobacteria>betaproteobacteria	Burkholderia vietnamiensis LMG 10929	pspA/IM30 family protein [Burkholderia vietnamiensis LMG 10929]	773005371
AJY13216.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	AK34_1172	bacteria>proteobacteria>betaproteobacteria	Burkholderia dolosa AU0158	pspA/IM30 family protein [Burkholderia dolosa AU0158]	773018127
AJY22233.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	CH72_2877	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria AMMD	pspA/IM30 family protein [Burkholderia ambifaria AMMD]	773028327
AJY28029.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	BTM_3344	bacteria>proteobacteria>betaproteobacteria	Burkholderia thailandensis 34	pspA/IM30 family protein [Burkholderia thailandensis 34]	773048074
AJY66035.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	KS03_2287	bacteria>proteobacteria>betaproteobacteria	Burkholderia glumae LMG 2196 = ATCC 33617	pspA/IM30 family protein [Burkholderia glumae LMG 2196 = ATCC 33617]	779724588
AJZ59278.1	pspa	000001.1454	 PspA	<-FMO-like||?-><-?<-PspA*	PspA_IM30	PspA	-	226	OI25_3258	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia fungorum	pspA/IM30 family protein [Paraburkholderia fungorum]	780555252
AKF07923.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	DB32_005072	bacteria>proteobacteria>deltaproteobacteria	Sandaracinus amylolyticus	Phage shock protein A [Sandaracinus amylolyticus]	816958417
AKJ34953.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	226	U876_13345	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila NJ-35	phage shock protein [Aeromonas hydrophila NJ-35]	827372766
AKM01557.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	ABD05_15955	bacteria>proteobacteria>betaproteobacteria	Burkholderia pyrrocinia	hypothetical protein ABD05_15955 [Burkholderia pyrrocinia]	831195674
AKM40745.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	NL30_13040	bacteria>proteobacteria>betaproteobacteria	Burkholderia contaminans	hypothetical protein NL30_13040 [Burkholderia contaminans]	834769879
ALK18953.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	APZ15_14710	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia ATCC 25416	hypothetical protein APZ15_14710 [Burkholderia cepacia ATCC 25416]	940698318
ALK31072.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	bpln_1g23010	bacteria>proteobacteria>betaproteobacteria	Burkholderia plantarii	PspA/IM30 family protein [Burkholderia plantarii]	941152086
ALL65439.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	K788_0003861	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia caribensis MBA4	phage shock protein A (PspA) family protein [Paraburkholderia caribensis MBA4]	944367826
ALP64182.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	AN416_11475	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia caribensis	hypothetical protein AN416_11475 [Paraburkholderia caribensis]	954639038
ALQ07173.1	pspa	000001.1454	 PspA	PspA*->PspC->	PspA_IM30	PspA	-	226	D172_003335	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas sp. Bsw20308	phage shock protein A [Pseudoalteromonas sp. Bsw20308]	955704996
ALQ53727.1	pspa	000001.1454	 PspA	PspA*->PspC->	PspA_IM30	PspA	-	226	PI2015_0399	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas issachenkonii	phage shock protein [Pseudoalteromonas issachenkonii]	958524550
ALQ63796.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	226	AS145_13200	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila	phage shock protein A [Aeromonas hydrophila]	958619732
ALS23515.1	pspa	000001.1454	 PspA	<-PALP<-?<-?<-?<-SIG+TM+TM+TM<-PspA*	PspA_IM30	PspA	-	226	IJ22_31450	bacteria>firmicutes	Paenibacillus naphthalenovorans	phage-shock protein [Paenibacillus naphthalenovorans]	961445314
ALS31910.1	pspa	000001.1454	 PspA	PspA*->PspC->	PspA_IM30	PspA	-	226	pspA	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas translucida KMM 520	phage shock protein A [Pseudoalteromonas translucida KMM 520]	961461699
ALX11615.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	P350_08700	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia JBK9	hypothetical protein P350_08700 [Burkholderia cepacia JBK9]	973220085
ALZ80466.1	pspa	000001.1454	 PspA	<-PspC<-PspB<-PspA*	PspA_IM30	PspA	-	226	AhyD4_13000	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila	phage shock protein A [Aeromonas hydrophila]	975027841
AMU06696.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	A2T82_10555	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia	hypothetical protein A2T82_10555 [Burkholderia cenocepacia]	1013876490
AMU14414.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	A3203_15570	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia	hypothetical protein A3203_15570 [Burkholderia cenocepacia]	1013884213
AMV19846.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	VT03_18255	bacteria>planctomycetes	Planctomyces sp. SH-PL14	hypothetical protein VT03_18255 [Planctomyces sp. SH-PL14]	1015438061
AMV42475.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	ATN79_07260	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia caribensis	hypothetical protein ATN79_07260 [Paraburkholderia caribensis]	1015460698
ANB72462.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	AYM40_08875	bacteria>proteobacteria>betaproteobacteria	Burkholderia sp. OLGA172	hypothetical protein AYM40_08875 [Burkholderia sp. OLGA172]	1024313913
ANO50213.1	pspa	000001.1454	 PspA	PspA*->PspB->PspC->PspC->	PspA_IM30	PspA	-	226	BA177_02350	bacteria>proteobacteria>gammaproteobacteria	Woeseia oceani	phage shock protein PspA [Woeseia oceani]	1041525984
AOI51668.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	WI24_07540	bacteria>proteobacteria>betaproteobacteria	Burkholderia thailandensis	hypothetical protein WI24_07540 [Burkholderia thailandensis]	1061527943
AOI57783.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WI26_09280	bacteria>proteobacteria>betaproteobacteria	Burkholderia diffusa	hypothetical protein WI26_09280 [Burkholderia diffusa]	1061534156
AOI65888.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WS51_20145	bacteria>proteobacteria>betaproteobacteria	Burkholderia territorii	hypothetical protein WS51_20145 [Burkholderia territorii]	1061542400
AOI70666.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WI31_14570	bacteria>proteobacteria>betaproteobacteria	Burkholderia ubonensis	hypothetical protein WI31_14570 [Burkholderia ubonensis]	1061547277
AOI82818.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WI67_10355	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia	hypothetical protein WI67_10355 [Burkholderia cepacia]	1061559455
AOI92578.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WS57_28315	bacteria>proteobacteria>betaproteobacteria	Burkholderia pseudomultivorans	hypothetical protein WS57_28315 [Burkholderia pseudomultivorans]	1061569446
AOJ25103.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WJ12_09785	bacteria>proteobacteria>betaproteobacteria	Burkholderia seminalis	hypothetical protein WJ12_09785 [Burkholderia seminalis]	1061602084
AOJ31822.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WJ16_09995	bacteria>proteobacteria>betaproteobacteria	Burkholderia metallica	hypothetical protein WJ16_09995 [Burkholderia metallica]	1061608815
AOJ38293.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WJ23_10570	bacteria>proteobacteria>betaproteobacteria	Burkholderia lata	hypothetical protein WJ23_10570 [Burkholderia lata]	1061622952
AOJ45558.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WJ27_10935	bacteria>proteobacteria>betaproteobacteria	Burkholderia thailandensis	hypothetical protein WJ27_10935 [Burkholderia thailandensis]	1061636846
AOJ57021.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	AQ477_11290	bacteria>proteobacteria>betaproteobacteria	Burkholderia thailandensis	hypothetical protein AQ477_11290 [Burkholderia thailandensis]	1061650119
AOJ62996.1	pspa	000001.1454	 PspA	PspA*->	PspA_IM30	PspA	-	226	WJ32_11315	bacteria>proteobacteria>betaproteobacteria	Burkholderia ubonensis	hypothetical protein WJ32_11315 [Burkholderia ubonensis]	1061656111
AOJ92653.1	pspa	000001.1454	 PspA	<-PspA*	PspA_IM30	PspA	-	226	WK22_06900	bacteria>proteobacteria>betaproteobacteria	Burkholderia multivorans	hypothetical protein WK22_06900 [Burkholderia multivorans]	1061699757
