AccNum	DomArch	DomArch.repeats	GenContext	GenContext.repeats	Lineage	Species	GeneName	Length	GCA_ID
AKL95969.1	ahelical+FTSW_RODA_SPOVE	ahelical+FTSW_RODA_SPOVE	PadR-HTH->ahelical+FTSW_RODA_SPOVE->	PadR-HTH->ahelical+FTSW_RODA_SPOVE->	bacteria>firmicutes	Clostridium aceticum	CACET_c25240	451	GCA_001042715.1
AIK76858.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus anginosus	DK43_00355	331	GCA_000831165.1
ALL03969.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus anginosus	SanJ4211_1882	331	GCA_001412635.1
ANW86116.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus anginosus	SanJ4206_1865	331	GCA_001697145.1
AGU84462.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus anginosus C238	SANR_2077	333	GCA_000463505.1
BAN60629.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus anginosus subsp whileyi MAS624	ANG_0159	331	GCA_000478925.1
AGU80765.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus constellatus subsp pharyngis C1050	SCI_1895	333	GCA_000463425.1
AGU73621.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus constellatus subsp pharyngis C232	SCRE_1851	333	GCA_000463395.1
AGU75375.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus constellatus subsp pharyngis C818	SCR2_1851	333	GCA_000463445.1
ALF28568.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus intermedius	RN88_08835	333	GCA_001296205.1
AGU77189.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus intermedius B196	SIR_1858	333	GCA_000463355.1
AGU78967.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus intermedius C270	SII_1826	333	GCA_000463385.1
BAM24313.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Streptococcus intermedius JTH08	SCIM_1661	333	GCA_000306805.1
ALM57868.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus equorum	SE1039_20850	255	GCA_001432245.1
ANQ65069.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus equorum	AVJ22_10565	259	GCA_001682235.1
ANR68897.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus equorum	AWC34_10165	259	GCA_001683315.1
AKC75040.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus haemolyticus	ShL2_00152	257	GCA_000972725.1
AMW24511.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus haemolyticus	AV904_11435	259	GCA_001611955.1
AGZ25508.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus pasteuri SP1	STP1_1205	258	GCA_000494875.1
ANK39130.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus sp AntiMn1	AOB58_2328	255	GCA_001663395.1
AGC89528.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus warneri SG1	A284_00985	259	GCA_000332735.1
AID02252.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus xylosus	BE24_09550	259	GCA_000706685.1
AID41950.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus xylosus	SXYLSMQ121_0518	259	GCA_000709415.1
CEF17949.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM+TM->	bacteria>firmicutes	Staphylococcus xylosus	SXYL_00522	259	GCA_000953575.1
AIG74716.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis japonica	AJAP_09085	414	GCA_000732925.1
AGM08653.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis keratiniphila	AORI_6070	414	GCA_000400635.2
AJK59097.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis lurida NRRL 2430	BB31_39820	414	GCA_000749465.2
AGT82456.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis mediterranei RB	B737_1792	408	GCA_000454025.1
AEK40321.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis mediterranei S699	RAM_09155	408	GCA_000220945.1
AFO75327.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis mediterranei S699	AMES_1791	408	GCA_000282715.1
ADJ43615.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis mediterranei U32	AMED_1804	408	GCA_000196835.1
ANN19391.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Amycolatopsis orientalis	SD37_29745	418	GCA_000943515.2
ALG09418.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Kibdelosporangium phytohabitans	AOZ06_23150	424	GCA_001302585.1
ACU96009.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>actinobacteria	Saccharomonospora viridis DSM 43017	Svir_09520	377	GCA_000023865.1
AKK71479.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Chryseobacterium gallinarum	OK18_01425	572	GCA_001021975.1
ANF51806.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Chryseobacterium glaciei	A0O34_15395	572	GCA_001648155.1
ALR30896.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Chryseobacterium sp IHB B 17019	ATE47_10295	574	GCA_001456155.1
BAP32792.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Chryseobacterium sp StRB126	CHSO_3755	572	GCA_000829375.1
AIH01776.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Riemerella anatipestifer CH3	M949_0605	559	GCA_000734055.1
AFR34777.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Riemerella anatipestifer RACH1	B739_0169	559	GCA_000295655.1
AGC41198.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Riemerella anatipestifer RACH2	G148_1894	559	GCA_000331695.1
ADZ11659.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Riemerella anatipestifer RAGD	RIA_0492	559	GCA_000191565.1
AKQ40445.1	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	SIG+ahelical+PspC+LiaI-LiaF-TM+Toast_rack	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM+Toast_rack->	bacteria>bacteroidetes	Riemerella anatipestifer Yb2	AS87_09035	559	GCA_001077795.1
AJI13546.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus cereus 03BB108	AK40_3304	220	GCA_000832865.1
AAS43730.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus cereus ATCC 10987	BCE_4829	220	GCA_000008005.1
AJI29183.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus cereus E33L	BF28_971	220	GCA_000833045.1
AIW82880.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus mycoides	bwei_0203	220	GCA_000775975.1
ABY45673.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus mycoides KBAB4	BcerKBAB4_4517	220	GCA_000018825.1
AKP48745.1	ahelical+TM(s)	ahelical+TM+TM+TM	ahelical+TM(s)->	ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus smithii	BSM4216_3586	185	GCA_001050115.1
AOY17991.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus sp ABP14	BGI23_22710	220	GCA_001831375.1
AKG03432.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Salimicrobium jeotgali	AAV35_000645	216	GCA_001685435.3
AAT60931.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>firmicutes	Bacillus thuringiensis serovar konkukian str 9727	BT9727_4419	220	GCA_000008505.1
AMJ94025.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas addita	AVL56_06670	192	GCA_001562195.1
AEF03478.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas naphthalenivorans	ambt_09760	192	GCA_000213655.1
AMJ86321.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas sp Mac1	AV939_06805	192	GCA_001562125.1
AMJ90181.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas sp Mac2	AV940_06650	192	GCA_001562155.1
AMJ73892.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris	AVL57_07795	192	GCA_001562115.1
ANB22722.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris	A6K25_16445	192	GCA_001632765.1
ANB26963.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris	A6F57_18350	192	GCA_001632825.1
ALM90846.1	ahelical+TM(s)	ahelical+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM->	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris LMG 21856	AOR13_1812	192	GCA_001433715.1
ANU57873.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides caecimuris	A4V03_10035	366	GCA_001688725.2
AII62964.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides dorei	EL88_07190	348	GCA_000738045.1
AII68944.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides dorei	GV66_15115	348	GCA_000738065.1
ALA74717.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides dorei	IY41_15495	348	GCA_001274835.1
AND20424.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides dorei CL03T12C01	ABI39_14165	348	GCA_001640865.1
ALJ45794.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides ovatus	Bovatus_01143	365	GCA_001314995.1
SCV10136.1	ahelical+PspC+LiaI-LiaF-TM	ahelical+PspC+LiaI-LiaF-TM	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	PadR-HTH->ahelical+PspC+LiaI-LiaF-TM->	bacteria>bacteroidetes	Bacteroides ovatus V975	BACOV975_03930	365	GCA_900095495.1
AGZ39360.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Actinoplanes friuliensis DSM 7358	AFR_05355	326	GCA_000494755.1
BAL85983.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Actinoplanes missouriensis 431	AMIS_7630	324	GCA_000284295.1
AGL14606.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Actinoplanes sp N902109	L083_1096	343	GCA_000389965.1
AEV86318.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->||<-X(s)<-SIG+TM(s)	PadR-HTH->ahelical+TM+TM+TM->||<-?<-?<-?<-SIG+TM+TM+TM+TM+TM	bacteria>actinobacteria	Actinoplanes sp SE50110	ACPL_5431	331	GCA_000237145.1
ADL44462.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Micromonospora aurantiaca ATCC 27029	Micau_0898	321	GCA_000145235.1
ADU06682.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Micromonospora sp L5	ML5_1142	319	GCA_000177655.2
ABP53373.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Salinispora tropica CNB440	Strop_0896	348	GCA_000016425.1
ANP52270.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Streptomyces griseochromogenes	AVL59_24380	187	GCA_001542625.2
ANP55642.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Streptomyces griseochromogenes	AVL59_43985	188	GCA_001542625.2
AJT65981.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Streptomyces lydicus	T261_4327	186	GCA_000952035.2
AJT70000.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->X(s)<-REC+OmpR-HTH	PadR-HTH->ahelical+TM+TM+TM->?->?->||<-?<-?<-REC+OmpR-HTH	bacteria>actinobacteria	Streptomyces lydicus	T261_8407	188	GCA_000952035.2
AOR33420.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Streptomyces puniciscabiei	BFF78_22210	187	GCA_001735805.1
AJC60450.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Streptomyces sp 769	GZL_07902	187	GCA_000816025.1
APE25931.1	ahelical+TM(s)	ahelical+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM->	bacteria>actinobacteria	Streptomyces venezuelae	vnz_36210	198	GCA_001886595.1
AOL32875.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	bacteria>firmicutes	Bacillus gibsonii	BGM20_20820	195	GCA_001719185.1
CEJ76665.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	bacteria>firmicutes	Bacillus sp BS34A	BS34A_12230	195	GCA_000952895.1
AFI27745.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->	bacteria>firmicutes	Bacillus sp JS	MY9_1206	195	GCA_000259365.1
BAM50025.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	bacteria>firmicutes	Bacillus subtilis BEST7613	yitQ	195	GCA_000328745.1
AKC46641.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	bacteria>firmicutes	Bacillus subtilis KCTC 1028 ATCC 6051a	O7A_06180	195	GCA_000971925.1
ANX09056.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	bacteria>firmicutes	Bacillus subtilis subsp subtilis	AS891_18060	195	GCA_001697265.1
CAB12948.2	ahelical+TM(s)	ahelical+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->SIG+TM(s)->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	PadR-HTH->ahelical+TM+TM+TM+TM->SIG+TM+TM->SIG+FTP+PepSY+Peptidase_M4+Peptidase_M4_C->	bacteria>firmicutes	Bacillus subtilis subsp subtilis str 168	yitQ	195	GCA_000009045.1
ANU21492.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Planococcus plakortidis	BBI15_15545	342	GCA_001687605.2
ALS74866.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Planococcus rifietoensis	AUC31_06335	343	GCA_001465795.2
AQQ54422.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Planococcus sp Y42	B0X71_15820	340	GCA_001999905.1
AMO87210.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->X(s)<-MerR-HTH	PadR-HTH->ahelical+Toast_rack->?->||<-?<-MerR-HTH	bacteria>firmicutes	Solibacillus silvestris	SOLI23_17155	348	GCA_001586195.1
BAK14752.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->X(s)<-MerR-HTH	PadR-HTH->ahelical+Toast_rack->?->||<-?<-MerR-HTH	bacteria>firmicutes	Solibacillus silvestris StLB046	SSIL_0329	348	GCA_000271325.1
AMQ05456.1	ahelical+Toast_rack	ahelical+Toast_rack	PadR-HTH->ahelical+Toast_rack->	PadR-HTH->ahelical+Toast_rack->	bacteria>firmicutes	Sporosarcina psychrophila	AZE41_05735	342	GCA_001590685.1
AND38049.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>firmicutes	Bacillus oceanisediminis 2691	A361_02440	260	GCA_000294775.2
AIK37428.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>firmicutes	Bacillus pseudomycoides	DJ92_2163	255	GCA_000742855.1
ALS78475.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>firmicutes	Planococcus kocurii	AUO94_07285	256	GCA_001465835.2
ANU15879.1	ahelical+TM(s)	ahelical+TM+TM+TM+TM+TM	PadR-HTH->ahelical+TM(s)->	PadR-HTH->ahelical+TM+TM+TM+TM+TM->	bacteria>firmicutes	Planococcus maritimus	BBI11_01845	252	GCA_001687625.2
