AccNum	Query	ClustID	ClustName	GenContext	PFAM	DomArch	arch.TMSIG	Length	GenName	Lineage	Species.old	Annotation	GI
AHW64008.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	68	CGLY_07815	bacteria>actinobacteria	Corynebacterium glyciniphilum AJ 3170	GCA_000626675.1	Hypothetical protein CGLY_07815 [Corynebacterium glyciniphilum AJ 3170]
AGF72698.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	80	A605_08480	bacteria>actinobacteria	Corynebacterium halotolerans YIM 70093 = DSM 44683	GCA_000341345.1	hypothetical protein A605_08480 [Corynebacterium halotolerans YIM 70093 = DSM 44683]
AJE33416.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	71	B842_07835	bacteria>actinobacteria	Corynebacterium humireducens NBRC 106098 = DSM 45392	GCA_000819445.1	hypothetical protein B842_07835 [Corynebacterium humireducens NBRC 106098 = DSM 45392]
AIJ33750.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	71	CIMIT_07400	bacteria>actinobacteria	Corynebacterium imitans	GCA_000739455.1	hypothetical protein CIMIT_07400 [Corynebacterium imitans]
CAI37281.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	SIG	SIG	68	jk1117	bacteria>actinobacteria	Corynebacterium jeikeium K411	GCA_000006605.1	hypothetical protein jk1117 [Corynebacterium jeikeium K411]
AKE41414.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	68	UL82_06240	bacteria>actinobacteria	Corynebacterium kutscheri	GCA_000980835.1	Protein of unknown function (DUF3046) [Corynebacterium kutscheri]
ALA67259.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	68	CLAC_05475	bacteria>actinobacteria	Corynebacterium lactis RW2-5	GCA_001274895.1	hypothetical protein CLAC_05475 [Corynebacterium lactis RW2-5]
AGS35043.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	71	B841_07850	bacteria>actinobacteria	Corynebacterium maris DSM 45190	GCA_000442645.1	hypothetical protein B841_07850 [Corynebacterium maris DSM 45190]
AKK06146.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	70	CMUST_09145	bacteria>actinobacteria	Corynebacterium mustelae	GCA_001020985.1	putative DUF3046 family protein [Corynebacterium mustelae]
APT92364.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	83	CPHO_05040	bacteria>actinobacteria	Corynebacterium phocae	GCA_001941565.1	hypothetical protein CPHO_05040 [Corynebacterium phocae]
AIG07659.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	70	CPTA_01830	bacteria>actinobacteria	Corynebacterium pseudotuberculosis	GCA_000730365.1	hypothetical protein CPTA_01830 [Corynebacterium pseudotuberculosis]
AIG09988.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	70	CPTB_01932	bacteria>actinobacteria	Corynebacterium pseudotuberculosis	GCA_000730405.1	hypothetical protein CPTB_01932 [Corynebacterium pseudotuberculosis]
AIG12112.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	70	CPTC_01824	bacteria>actinobacteria	Corynebacterium pseudotuberculosis	GCA_000730445.1	hypothetical protein CPTC_01824 [Corynebacterium pseudotuberculosis]
AFH52207.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	70	Cp267_1308	bacteria>actinobacteria	Corynebacterium pseudotuberculosis 267	GCA_000258385.1	Hypothetical protein Cp267_1308 [Corynebacterium pseudotuberculosis 267]
AFH91074.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	70	Cp31_1266	bacteria>actinobacteria	Corynebacterium pseudotuberculosis 31	GCA_000259155.3	Hypothetical protein Cp31_1266 [Corynebacterium pseudotuberculosis 31]
AEI09566.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	68	CRES_1211	bacteria>actinobacteria	Corynebacterium resistens DSM 45100	GCA_000177535.2	hypothetical protein CRES_1211 [Corynebacterium resistens DSM 45100]
AMO90147.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	71	WM42_2450	bacteria>actinobacteria	Corynebacterium simulans	GCA_001586215.1	hypothetical protein WM42_2450 [Corynebacterium simulans]
AMO92701.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	71	AWU68_2457	bacteria>actinobacteria	Corynebacterium simulans	GCA_001586235.1	hypothetical protein AWU68_2457 [Corynebacterium simulans]
APT90602.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	70	CSPHI_05615	bacteria>actinobacteria	Corynebacterium sphenisci DSM 44792	GCA_001941505.1	hypothetical protein CSPHI_05615 [Corynebacterium sphenisci DSM 44792]
AMJ44468.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	71	AW169_05770	bacteria>actinobacteria	Corynebacterium stationis	GCA_001561975.1	hypothetical protein AW169_05770 [Corynebacterium stationis]
APT94843.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	71	CSTAT_05660	bacteria>actinobacteria	Corynebacterium stationis	GCA_001941345.1	hypothetical protein CSTAT_05660 [Corynebacterium stationis]
AGP30942.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	71	A606_06475	bacteria>actinobacteria	Corynebacterium terpenotabidum Y-11	GCA_000418365.1	hypothetical protein A606_06475 [Corynebacterium terpenotabidum Y-11]
AIT89368.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	73	Cul210932_1430	bacteria>actinobacteria	Corynebacterium ulcerans	GCA_000767415.1	Hypothetical protein Cul210932_1430 [Corynebacterium ulcerans]
ALD95146.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	73	Cul131001_1449	bacteria>actinobacteria	Corynebacterium ulcerans	GCA_001281445.1	Hypothetical protein Cul131001_1449 [Corynebacterium ulcerans]
BAM27677.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	70	CULC0102_1478	bacteria>actinobacteria	Corynebacterium ulcerans 0102	GCA_000306825.1	hypothetical protein CULC0102_1478 [Corynebacterium ulcerans 0102]
AEG84071.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	73	CULC22_01361	bacteria>actinobacteria	Corynebacterium ulcerans BR-AD22	GCA_000215665.1	hypothetical protein CULC22_01361 [Corynebacterium ulcerans BR-AD22]
AKN77249.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	73	CulFRC58_1395	bacteria>actinobacteria	Corynebacterium ulcerans FRC58	GCA_000499805.2	Hypothetical protein CulFRC58_1395 [Corynebacterium ulcerans FRC58]
CAQ04833.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	68	cu0873	bacteria>actinobacteria	Corynebacterium urealyticum DSM 7109	GCA_000069945.1	hypothetical protein cu0873 [Corynebacterium urealyticum DSM 7109]
AGE36452.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	68	CU7111_0859	bacteria>actinobacteria	Corynebacterium urealyticum DSM 7111	GCA_000338095.1	hypothetical protein CU7111_0859 [Corynebacterium urealyticum DSM 7111]
AIL97100.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	71	CUREI_07170	bacteria>actinobacteria	Corynebacterium ureicelerivorans	GCA_000747315.1	hypothetical protein CUREI_07170 [Corynebacterium ureicelerivorans]
AKK11301.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	82	CUTER_06560	bacteria>actinobacteria	Corynebacterium uterequi	GCA_001021065.1	putative DUF3046 family protein [Corynebacterium uterequi]
AEK36972.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	78	CVAR_1618	bacteria>actinobacteria	Corynebacterium variabile DSM 44702	GCA_000179395.2	hypothetical protein CVAR_1618 [Corynebacterium variabile DSM 44702]
AHI23005.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	68	B843_08100	bacteria>actinobacteria	Corynebacterium vitaeruminis DSM 20294	GCA_000550805.1	hypothetical protein B843_08100 [Corynebacterium vitaeruminis DSM 20294]
ANP72114.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	73	PA27867_1148	bacteria>actinobacteria	Cryobacterium arcticum	GCA_001679725.1	hypothetical protein PA27867_1148 [Cryobacterium arcticum]
AOX67444.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	74	BJK06_02085	bacteria>actinobacteria	Curtobacterium sp. BH-2-1-1	GCA_001806325.1	signal transduction histidine kinase [Curtobacterium sp. BH-2-1-1]
AIV39789.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	74	NI26_05375	bacteria>actinobacteria	Curtobacterium sp. MR_MD2014	GCA_000772085.1	signal transduction histidine kinase [Curtobacterium sp. MR_MD2014]
ALD69590.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	RN83_05415	bacteria>actinobacteria	Cutibacterium acnes	GCA_001281065.1	hypothetical protein RN83_05415 [Cutibacterium acnes]
ALT44328.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	ALW33_05180	bacteria>actinobacteria	Cutibacterium acnes	GCA_001469565.1	hypothetical protein ALW33_05180 [Cutibacterium acnes]
ALT35210.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	ALW21_05090	bacteria>actinobacteria	Cutibacterium acnes	GCA_001469595.1	hypothetical protein ALW21_05090 [Cutibacterium acnes]
ALT37526.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	ALW23_05170	bacteria>actinobacteria	Cutibacterium acnes	GCA_001469615.1	hypothetical protein ALW23_05170 [Cutibacterium acnes]
ALT42038.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	ALW29_05015	bacteria>actinobacteria	Cutibacterium acnes	GCA_001469655.1	hypothetical protein ALW29_05015 [Cutibacterium acnes]
AEE72227.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	PAZ_c10530	bacteria>actinobacteria	Cutibacterium acnes 266	GCA_000213155.1	hypothetical protein PAZ_c10530 [Cutibacterium acnes 266]
AEH29333.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	TIB1ST10_05190	bacteria>actinobacteria	Cutibacterium acnes 6609	GCA_000217615.1	hypothetical protein TIB1ST10_05190 [Cutibacterium acnes 6609]
AFU40817.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	PAC1_05310	bacteria>actinobacteria	Cutibacterium acnes C1	GCA_000302515.1	hypothetical protein PAC1_05310 [Cutibacterium acnes C1]
AAT82763.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	59	PPA1011	bacteria>actinobacteria	Cutibacterium acnes KPA171202	GCA_000008345.1	hypothetical protein PPA1011 [Cutibacterium acnes KPA171202].
ADE01186.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	HMPREF0675_4070	bacteria>actinobacteria	Cutibacterium acnes SK137	GCA_000025765.1	hypothetical protein HMPREF0675_4070 [Cutibacterium acnes SK137]
AOG27512.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	64	BFS79_01995	bacteria>actinobacteria	Cutibacterium avidum	GCA_001714705.1	hypothetical protein BFS79_01995 [Cutibacterium avidum]
AGJ77808.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	SIG	SIG	68	PALO_06000	bacteria>actinobacteria	Cutibacterium avidum 44067	GCA_000367205.1	hypothetical protein PALO_06000 [Cutibacterium avidum 44067]
ANP28187.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	TraK-HTH	TraK-HTH	75	DAD186_16370	bacteria>actinobacteria	Dermabacter vaginalis	GCA_001678905.1	hypothetical protein DAD186_16370 [Dermabacter vaginalis]
AIF40516.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	77	HX89_05690	bacteria>actinobacteria	Dermacoccus nishinomiyaensis	GCA_000725405.1	histidine kinase [Dermacoccus nishinomiyaensis]
ANI92572.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	66	BJL86_1801	bacteria>actinobacteria	Dietzia timorensis	GCA_001659785.1	Hypothetical protein BJL86_1801 [Dietzia timorensis]
CAJ64352.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	64	FRAAL5720	bacteria>actinobacteria	Frankia alni ACN14a	GCA_000058485.1	conserved hypothetical protein [Frankia alni ACN14a]
ABD12879.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	64	Francci3_3526	bacteria>actinobacteria	Frankia casuarinae	GCA_000013345.1	hypothetical protein Francci3_3526 [Frankia casuarinae]
ADP79210.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	FraEuI1c_1137	bacteria>actinobacteria	Frankia inefficax	GCA_000166135.1	hypothetical protein FraEuI1c_1137 [Frankia inefficax]
ABW10672.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	69	Franean1_1218	bacteria>actinobacteria	Frankia sp. EAN1pec	GCA_000018005.1	conserved hypothetical protein [Frankia sp. EAN1pec]
AEH10890.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	55	FsymDg_3611	bacteria>actinobacteria	Frankia symbiont of Datisca glomerata	GCA_000177615.2	hypothetical protein FsymDg_3611 [Frankia symbiont of Datisca glomerata].
AMM20556.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	74	AX769_10865	bacteria>actinobacteria	Frondihabitans sp. PAMC 28766	GCA_001577365.1	signal transduction histidine kinase [Frondihabitans sp. PAMC 28766]
BAQ33349.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	77	GAVG_0697	bacteria>actinobacteria	Gardnerella vaginalis ATCC 14018 = JCM 11026	GCA_001042655.1	conserved hypothetical protein [Gardnerella vaginalis ATCC 14018 = JCM 11026]
ADP38950.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	77	HMPREF0421_20868	bacteria>actinobacteria	Gardnerella vaginalis ATCC 14019	GCA_000159155.2	hypothetical protein HMPREF0421_20868 [Gardnerella vaginalis ATCC 14019]
AEF31430.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	77	HMPREF9231_0701	bacteria>actinobacteria	Gardnerella vaginalis HMP9231	GCA_000213955.1	hypothetical protein HMPREF9231_0701 [Gardnerella vaginalis HMP9231]
ADB76489.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	71	Gobs_3920	bacteria>actinobacteria	Geodermatophilus obscurus DSM 43160	GCA_000025345.1	conserved hypothetical protein [Geodermatophilus obscurus DSM 43160]
CBT75310.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	SIG	SIG	74	AARI_11000	bacteria>actinobacteria	Glutamicibacter arilaitensis Re117	GCA_000197735.1	conserved hypothetical protein [Glutamicibacter arilaitensis Re117]
ALG30772.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	74	AOZ07_05825	bacteria>actinobacteria	Glutamicibacter halophytocola	GCA_001302565.1	histidine kinase [Glutamicibacter halophytocola]
ACY21449.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	Gbro_2201	bacteria>actinobacteria	Gordonia bronchialis DSM 43247	GCA_000024785.1	hypothetical protein Gbro_2201 [Gordonia bronchialis DSM 43247]
ALG84611.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	ACH46_09035	bacteria>actinobacteria	Gordonia phthalatica	GCA_001305675.1	hypothetical protein ACH46_09035 [Gordonia phthalatica]
AFA73137.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	GPOL_c20980	bacteria>actinobacteria	Gordonia polyisoprenivorans VH2	GCA_000247715.1	protein of unknown function DUF3046 [Gordonia polyisoprenivorans VH2]
AFR48755.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	KTR9_2118	bacteria>actinobacteria	Gordonia sp. KTR9	GCA_000143885.2	hypothetical protein KTR9_2118 [Gordonia sp. KTR9]
ANY23314.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	BCM27_11360	bacteria>actinobacteria	Gordonia terrae	GCA_001698225.1	hypothetical protein BCM27_11360 [Gordonia terrae]
AEF40150.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	AS9A_1701	bacteria>actinobacteria	Hoyosella subflava DQS3-9A1	GCA_000214175.1	hypothetical protein AS9A_1701 [Hoyosella subflava DQS3-9A1]
ADU48681.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	82	Intca_2172	bacteria>actinobacteria	Intrasporangium calvum DSM 43043	GCA_000184685.1	hypothetical protein Intca_2172 [Intrasporangium calvum DSM 43043]
ANC30584.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	77	I598_1015	bacteria>actinobacteria	Isoptericola dokdonensis DS-3	GCA_001636295.1	hypothetical protein I598_1015 [Isoptericola dokdonensis DS-3]
AEG44013.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	77	Isova_1244	bacteria>actinobacteria	Isoptericola variabilis 225	GCA_000215105.1	hypothetical protein Isova_1244 [Isoptericola variabilis 225]
APH01819.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	84	ASJ30_10025	bacteria>actinobacteria	Janibacter indicus	GCA_001889125.1	histidine kinase [Janibacter indicus]
ACV08696.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	SIG	SIG	88	Jden_1040	bacteria>actinobacteria	Jonesia denitrificans DSM 20603	GCA_000024065.1	hypothetical protein Jden_1040 [Jonesia denitrificans DSM 20603]
ALG07875.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	AOZ06_13975	bacteria>actinobacteria	Kibdelosporangium phytohabitans	GCA_001302585.1	hypothetical protein AOZ06_13975 [Kibdelosporangium phytohabitans]
BAJ29283.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	SIG	SIG	64	KSE_34760	bacteria>actinobacteria	Kitasatospora setae KM-6054	GCA_000269985.1	hypothetical protein KSE_34760 [Kitasatospora setae KM-6054]
BAJ31129.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	KSE_53540	bacteria>actinobacteria	Kitasatospora setae KM-6054	GCA_000269985.1	hypothetical protein KSE_53540 [Kitasatospora setae KM-6054]
ALU39775.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	73	AS188_08460	bacteria>actinobacteria	Kocuria flava	GCA_001482365.1	histidine kinase [Kocuria flava]
ALB03444.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	Tox-MPTase3	73	KPaMU14_08025	bacteria>actinobacteria	Kocuria palustris	GCA_001275345.1	histidine kinase [Kocuria palustris]
BAG29932.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	73	KRH_15850	bacteria>actinobacteria	Kocuria rhizophila DC2201	GCA_000010285.1	hypothetical protein KRH_15850 [Kocuria rhizophila DC2201]
ADB32065.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	Kfla_3000	bacteria>actinobacteria	Kribbella flavida DSM 17836	GCA_000024345.1	hypothetical protein Kfla_3000 [Kribbella flavida DSM 17836]
AHI00064.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	SIG	SIG	64	KALB_6705	bacteria>actinobacteria	Kutzneria albida DSM 43870	GCA_000525635.1	hypothetical protein KALB_6705 [Kutzneria albida DSM 43870]
ACV06782.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	80	Ksed_17700	bacteria>actinobacteria	Kytococcus sedentarius DSM 20547	GCA_000023925.1	hypothetical protein Ksed_17700 [Kytococcus sedentarius DSM 20547]
ALE18512.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	76	AL705_00880	bacteria>actinobacteria	Lawsonella clevelandensis	GCA_001281505.1	hypothetical protein AL705_00880 [Lawsonella clevelandensis]
ANF31093.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	74	A0130_04830	bacteria>actinobacteria	Leifsonia xyli	GCA_001647635.1	signal transduction histidine kinase [Leifsonia xyli]
AGW41876.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	74	O159_18530	bacteria>actinobacteria	Leifsonia xyli subsp. cynodontis DSM 46306	GCA_000470775.1	hypothetical protein O159_18530 [Leifsonia xyli subsp. cynodontis DSM 46306]
AAT89397.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	81	Lxx16040	bacteria>actinobacteria	Leifsonia xyli subsp. xyli str. CTCB07	GCA_000007665.1	conserved hypothetical protein [Leifsonia xyli subsp. xyli str. CTCB07]
ANZ42433.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	64	BBK82_02020	bacteria>actinobacteria	Lentzea guizhouensis	GCA_001701025.1	hypothetical protein BBK82_02020 [Lentzea guizhouensis]
AKU17300.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	78	VV02_17995	bacteria>actinobacteria	Luteipulveratus mongoliensis	GCA_001190945.1	histidine kinase [Luteipulveratus mongoliensis]
APZ34848.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	74	BOH66_11775	bacteria>actinobacteria	Microbacterium aurum	GCA_001974985.1	signal transduction histidine kinase [Microbacterium aurum]
ANG85425.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	72	A8L33_08520	bacteria>actinobacteria	Microbacterium chocolatum	GCA_001652465.1	signal transduction histidine kinase [Microbacterium chocolatum]
APF33787.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	74	BO218_05920	bacteria>actinobacteria	Microbacterium paludicola	GCA_001887285.1	signal transduction histidine kinase [Microbacterium paludicola]
APH44768.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	74	BMW26_07195	bacteria>actinobacteria	Microbacterium sp. 1.5R	GCA_001889265.1	signal transduction histidine kinase [Microbacterium sp. 1.5R]
AOX44970.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	EAD1	74	BJP65_03485	bacteria>actinobacteria	Microbacterium sp. BH-3-3-3	GCA_001792815.1	signal transduction histidine kinase [Microbacterium sp. BH-3-3-3]
AKV85368.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	74	AKG07_02625	bacteria>actinobacteria	Microbacterium sp. CGR1	GCA_001266755.1	signal transduction histidine kinase [Microbacterium sp. CGR1]
ALJ21042.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	73	AOA12_14495	bacteria>actinobacteria	Microbacterium sp. No. 7	GCA_001314225.1	signal transduction histidine kinase [Microbacterium sp. No. 7]
AMG84315.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	74	AXH82_13590	bacteria>actinobacteria	Microbacterium sp. PAMC 28756	GCA_001558975.1	signal transduction histidine kinase [Microbacterium sp. PAMC 28756]
BAJ73270.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	74	MTES_0306	bacteria>actinobacteria	Microbacterium testaceum StLB037	GCA_000202635.1	hypothetical protein MTES_0306 [Microbacterium testaceum StLB037]
ACS30254.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	72	Mlut_07220	bacteria>actinobacteria	Micrococcus luteus NCTC 2665	GCA_000023205.1	hypothetical protein Mlut_07220 [Micrococcus luteus NCTC 2665]
BAK35128.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	MLP_21140	bacteria>actinobacteria	Microlunatus phosphovorus NM-1	GCA_000270245.1	hypothetical protein MLP_21140 [Microlunatus phosphovorus NM-1]
ADL45090.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	66	Micau_1532	bacteria>actinobacteria	Micromonospora aurantiaca ATCC 27029	GCA_000145235.1	hypothetical protein Micau_1532 [Micromonospora aurantiaca ATCC 27029]
ADU07325.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	66	ML5_1794	bacteria>actinobacteria	Micromonospora sp. L5	GCA_000177655.2	hypothetical protein ML5_1794 [Micromonospora sp. L5]
AMB58952.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	76	AWU67_08840	bacteria>actinobacteria	Microterricola viridarii	GCA_001542775.1	signal transduction histidine kinase [Microterricola viridarii]
ADI67740.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	EAD1	88	HMPREF0573_11421	bacteria>actinobacteria	Mobiluncus curtisii ATCC 43063	GCA_000196535.1	hypothetical protein HMPREF0573_11421 [Mobiluncus curtisii ATCC 43063]
CCH89703.1	pspn	000001.410	 DUF3046	<-DUF3046*	DUF3046	-	-	64	MODMU_4308	bacteria>actinobacteria	Modestobacter marinus	GCA_000306785.1	conserved protein of unknown function [Modestobacter marinus]
ABK65264.1	pspn	000001.410	 DUF3046	<-DUF3046*<-Cluster34_2clades<-?||?-><-?*	DUF3046	-	-	64	MAV_3629	bacteria>actinobacteria	Mycobacterium avium 104	GCA_000014985.1	conserved hypothetical protein [Mycobacterium avium 104]
AIR57578.1	pspn	000001.410	 DUF3046	<-DUF3046*<-Cluster34_2clades	DUF3046	-	-	64	LA63_16650	bacteria>actinobacteria	Mycobacterium avium subsp. avium 2285 (R)	GCA_000758285.1	signal transduction histidine kinase [Mycobacterium avium subsp. avium 2285 (R)]
AIR24770.1	pspn	000001.410	 DUF3046	<-DUF3046*<-Cluster34_2clades	DUF3046	-	-	64	LA64_16645	bacteria>actinobacteria	Mycobacterium avium subsp. avium 2285 (S)	GCA_000831285.1	signal transduction histidine kinase [Mycobacterium avium subsp. avium 2285 (S)]
APT12005.1	pspn	000001.410	 DUF3046	<-DUF3046*<-Cluster34_2clades	DUF3046	-	-	64	BS641_18580	bacteria>actinobacteria	Mycobacterium avium subsp. hominissuis	GCA_001936215.1	signal transduction histidine kinase [Mycobacterium avium subsp. hominissuis]
BAN32107.1	pspn	000001.410	 DUF3046	<-DUF3046*<-Cluster34_2clades	DUF3046	-	-	55	MAH_3033	bacteria>actinobacteria	Mycobacterium avium subsp. hominissuis TH135	GCA_000829075.1	hypothetical protein MAH_3033 [Mycobacterium avium subsp. hominissuis TH135].
CDO44022.1	pspn	000001.410	 DUF3046	<-DUF3046*<-?||?->?-><-DUF3046*<-Cluster4_1clades*	DUF3046	-	-	68	Mb2758c	bacteria>actinobacteria	Mycobacterium bovis AF2122/97	GCA_000195835.1	CONSERVED HYPOTHETICAL PROTEIN [Mycobacterium bovis AF2122/97]
CCC45096.1	pspn	000001.410	 DUF3046	<-DUF3046*<-?||?->?-><-DUF3046*	DUF3046	-	-	68	MCAN_27651	bacteria>actinobacteria	Mycobacterium canettii CIPT 140010059	GCA_000253375.1	conserved hypothetical protein [Mycobacterium canettii CIPT 140010059]
AOS92968.1	pspn	000001.410	 DUF3046	<-DUF3046*<-Cluster34_2clades	DUF3046	-	-	68	AN480_18325	bacteria>actinobacteria	Mycobacterium chimaera	GCA_001750065.2	signal transduction histidine kinase [Mycobacterium chimaera]
AKN17542.1	pspn	000001.410	 DUF3046	DUF3046*->	DUF3046	-	-	64	B586_14725	bacteria>actinobacteria	Mycobacterium haemophilum DSM 44634	GCA_000340435.3	signal transduction histidine kinase [Mycobacterium haemophilum DSM 44634]
