AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Lineage	Species	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
ACB33886.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->?->SIGMA-HTH->?-><-?<-?<-Cluster288_2clades	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Lcho_1619	bacteria>proteobacteria>betaproteobacteria	Leptothrix cholodnii SP6	flagellar biosynthesis protein FlhA [Leptothrix cholodnii SP-6]	170775747	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	TM(s)->SIG+TM(s)*->SIG+APATPase->?->SIGMA-HTH->?-><-?<-?<-Cluster288_2clades	SIG TM(s)	TM(s) SIG+TM(s)* SIG+APATPase ? SIGMA-HTH ? ? ? Cluster288_2clades
ACB62696.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	BamMC406_0195	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria MC406	flagellar biosynthesis protein FlhA [Burkholderia ambifaria MC40-6]	171991777	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG TM(s)	TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH 
ACC72133.1	<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Bphy_2963	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia phymatum STM815	flagellar biosynthesis protein FlhA [Paraburkholderia phymatum STM815]	184194168	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIG+TM(s)* TM(s)
ACD18191.1	<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Bphyt_3803	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia phytofirmans PsJN	flagellar biosynthesis protein FlhA [Paraburkholderia phytofirmans PsJN]	187716967	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIG+TM(s)* TM(s)
ACL94421.1	SIG+TM+TM+TM+TM+TM*->	TM+FHIPEP	TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>alphaproteobacteria	Caulobacter crescentus NA1000	flagellar biosynthesis protein FlhA [Caulobacter crescentus NA1000]	220963065	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	TM(s)	SIG+TM(s)*->	TM(s)	SIG+TM(s)* 
ACO31347.1	SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIGMA-HTH->CheC->	FHIPEP	SIG+TM+TM+TM+TM+TM+TM+CACHE	SIG+TM+TM+TM+TM+TM+TM	700	flhA	bacteria>acidobacteria	Acidobacterium capsulatum ATCC 51196	flagellar biosynthesis protein FlhA [Acidobacterium capsulatum ATCC 51196]	225791257	bacteria>acidobacteria	bacteria>acidobacteria	bacteria	SIG+TM(s)+CACHE	SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIGMA-HTH->CheC->	SIG TM(s) CACHE	SIG+TM(s) SIG+TM SIG+TM(s) TM(s) SIG+TM(s)* SIGMA-HTH CheC 
ACR01536.1	<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Tmz1t_2937	bacteria>proteobacteria>betaproteobacteria	Thauera sp MZ1T	flagellar biosynthesis protein FlhA [Thauera sp. MZ1T]	237624846	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIG+TM(s)* TM(s)
ACR27396.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	bglu_1g01950	bacteria>proteobacteria>betaproteobacteria	Burkholderia glumae BGR1	flagellar biosynthesis protein FlhA [Burkholderia glumae BGR1]	237875063	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG TM(s)	TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH 
ACT06741.1	<-SIG+TM<-SIG+TM+TM+TM<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM+TM+TM+TM+TM*<-CR-ATPase7	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Dd1591_1891	bacteria>proteobacteria>gammaproteobacteria	Dickeya chrysanthemi Ech1591	type III secretion protein, HrcV family [Dickeya chrysanthemi Ech1591]	247538120	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM<-SIG+TM(s)<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM(s)*<-CR-ATPase7	SIG TM(s)	 SIG+TM SIG+TM(s) Cluster63_2clades ? TET-TPase NACHT FHA SIG+TM(s)* CR-ATPase7
ACT13245.1	CR-ATPase7->SIG+TM+TM+TM+TM+TM*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->SIG+TM+TM+TM->SIG+TM->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	PC1_2206	bacteria>proteobacteria>gammaproteobacteria	Pectobacterium carotovorum subsp carotovorum PC1	type III secretion protein, HrcV family [Pectobacterium carotovorum subsp. carotovorum PC1]	251755169	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	CR-ATPase7->SIG+TM(s)*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->SIG+TM(s)->SIG+TM->	SIG TM(s)	CR-ATPase7 SIG+TM(s)* FHA NACHT TET-TPase ? Cluster63_2clades SIG+TM(s) SIG+TM 
ACZ76747.1	<-SIG+TM<-SIG+TM+TM+TM<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM+TM+TM+TM+TM*<-CR-ATPase7	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Dd586_1888	bacteria>proteobacteria>gammaproteobacteria	Dickeya zeae Ech586	type III secretion protein, HrcV family [Dickeya zeae Ech586]	270343982	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM<-SIG+TM(s)<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM(s)*<-CR-ATPase7	SIG TM(s)	 SIG+TM SIG+TM(s) Cluster63_2clades ? TET-TPase NACHT FHA SIG+TM(s)* CR-ATPase7
ADE39105.1	SIG+TM+TM+TM+TM+TM*->?->ParA-Soj-PloopNTPase->SIGMA-HTH->?-><-SIG+BetaPropeller	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+ErwinN1	700	SAR116_0862	bacteria>proteobacteria>alphaproteobacteria	Candidatus Puniceispirillum marinum IMCC1322	flagellar biosynthesis protein FlhA [Candidatus Puniceispirillum marinum IMCC1322]	292664004	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	SIG+TM(s)	SIG+TM(s)*->?->ParA-Soj-PloopNTPase->SIGMA-HTH->?-><-SIG+BetaPropeller	SIG TM(s)	SIG+TM(s)* ? ParA-Soj-PloopNTPase SIGMA-HTH ? SIG+BetaPropeller
ADG11810.1	<-Cluster542_3clades<-SIG+TM+TM+TM+TM+TM*<-SIG+NtrC-AAA+FIS-HTH<-CheC<-?<-CheC<-SIG+TM	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Cseg_3377	bacteria>proteobacteria>alphaproteobacteria	Caulobacter segnis ATCC 21756	flagellar biosynthesis protein FlhA [Caulobacter segnis ATCC 21756]	295432638	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	SIG+TM(s)	<-Cluster542_3clades<-SIG+TM(s)*<-SIG+NtrC-AAA+FIS-HTH<-CheC<-?<-CheC<-SIG+TM	SIG TM(s)	 Cluster542_3clades SIG+TM(s)* SIG+NtrC-AAA+FIS-HTH CheC ? CheC SIG+TM
ADG17083.1	<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	BC1002_3038	bacteria>proteobacteria>betaproteobacteria	Burkholderia sp CCGE1002	flagellar biosynthesis protein FlhA [Burkholderia sp. CCGE1002]	295437913	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIG+TM(s)* TM(s)
ADM98683.1	CR-ATPase7->SIG+TM+TM+TM+TM+TM*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->SIG+TM+TM+TM->SIG+TM->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	hrpI	bacteria>proteobacteria>gammaproteobacteria	Dickeya dadantii 3937	Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV) [Dickeya dadantii 3937]	306528753	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	CR-ATPase7->SIG+TM(s)*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->SIG+TM(s)->SIG+TM->	SIG TM(s)	CR-ATPase7 SIG+TM(s)* FHA NACHT TET-TPase ? Cluster63_2clades SIG+TM(s) SIG+TM 
ADP66064.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->	FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>gammaproteobacteria	Buchnera aphidicola str LL01 Acyrthosiphon pisum	flagellar biosynthesis protein FlhA [Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)]	311085982	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	TM(s)->SIG+TM(s)*->	SIG TM(s)	TM(s) SIG+TM(s)* 
ADU12287.1	SIG+TM+TM+TM+TM+TM*->?->?-><-?<-?<-NACHT	FHIPEP	SIG+TM+TM+TM+TM	SIG+TM+TM+TM+TM	700	Astex_0599	bacteria>proteobacteria>alphaproteobacteria	Asticcacaulis excentricus CB 48	flagellar biosynthesis protein FlhA [Asticcacaulis excentricus CB 48]	315415646	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	SIG+TM(s)	SIG+TM(s)*->?->?-><-?<-?<-NACHT	SIG TM(s)	SIG+TM(s)* ? ? ? ? NACHT
ADU62379.1	<-TM<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+PTSEIIA1	FHIPEP	SIG+TM+TM+TM+TM+PseuCD	SIG+TM+TM+TM+TM	700	Daes_1365	bacteria>proteobacteria>deltaproteobacteria	Desulfovibrio aespoeensis Aspo2	flagellar biosynthesis protein FlhA [Desulfovibrio aespoeensis Aspo-2]	316943328	bacteria>proteobacteria>deltaproteobacteria	bacteria>proteobacteria>deltaproteobacteria	bacteria	SIG+TM(s)+PseuCD	<-TM<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+PTSEIIA1	SIG TM(s) PseuCD	 TM REC SIGMA-HTH ParA-Soj-PloopNTPase SIG+APATPase SIG+TM(s)* TM(s) SIG+TM(s) SIG+PTSEIIA1
ADV85854.1	SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	VVMO6_00832	bacteria>proteobacteria>gammaproteobacteria	Vibrio vulnificus MO624O	flagellar biosynthesis protein FlhA [Vibrio vulnificus MO6-24/O]	319930990	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	SIG TM(s)	SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH REC SFII-RAD3 HPT+HISKIN+CheW REC 
ADW18384.1	CheC->CheC->SIG+TM->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->SIG+BetaPropeller->SIG+BetaPropeller->SIG+SAF->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	Despr_2240	bacteria>proteobacteria>deltaproteobacteria	Desulfobulbus propionicus DSM 2032	flagellar biosynthesis protein FlhA [Desulfobulbus propionicus DSM 2032]	320122838	bacteria>proteobacteria>deltaproteobacteria	bacteria>proteobacteria>deltaproteobacteria	bacteria	SIG+TM(s)	CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->SIG+BetaPropeller->SIG+BetaPropeller->SIG+SAF->	SIG TM(s)	CheC CheC SIG+TM SIG+TM(s) SIG+TM SIG+TM(s) TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH ? SIG+BetaPropeller SIG+BetaPropeller SIG+SAF 
AEA58909.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	bgla_1g02110	bacteria>proteobacteria>betaproteobacteria	Burkholderia gladioli BSR3	FlhA [Burkholderia gladioli BSR3]	327367553	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG TM(s)	TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH 
AEB49148.1	CheC->CheC->SIG+TM->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	B565_1113	bacteria>proteobacteria>gammaproteobacteria	Aeromonas veronii B565	Flagellar biosynthesis protein FlhA [Aeromonas veronii B565]	328803949	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	SIG TM(s)	CheC CheC SIG+TM SIG+TM(s) SIG+TM SIG+TM(s) TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH REC SFII-RAD3 HPT+HISKIN+CheW REC 
AFR03687.1	<-SIGMA-HTH||CR-ATPase7->SIG+TM+TM+TM+TM+TM*->FHA->NACHT-><-?||?->?->Cluster63_2clades->SIG+TM+TM+TM->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	PCC21_022840	bacteria>proteobacteria>gammaproteobacteria	Pectobacterium carotovorum subsp carotovorum PCC21	HrcV [Pectobacterium carotovorum subsp. carotovorum PCC21]	402806049	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	<-SIGMA-HTH||CR-ATPase7->SIG+TM(s)*->FHA->NACHT-><-?||?->?->Cluster63_2clades->SIG+TM(s)->	SIG TM(s)	 SIGMA-HTH CR-ATPase7 SIG+TM(s)* FHA NACHT ? ? ? Cluster63_2clades SIG+TM(s) 
AFR17787.1	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	BPC006_I3964	bacteria>proteobacteria>betaproteobacteria	Burkholderia pseudomallei BPC006	flagellar biosynthesis protein FlhA [Burkholderia pseudomallei BPC006]	403076207	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIGMA-HTH ParA-Soj-PloopNTPase SIG+APATPase SIG+TM(s)* TM(s)
AFT87488.1	<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	BUPH_03756	bacteria>proteobacteria>betaproteobacteria	Paraburkholderia phenoliruptrix BR3459a	flagellar biosynthesis protein FlhA [Paraburkholderia phenoliruptrix BR3459a]	407237289	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIG+TM(s)* TM(s)
AGC49965.1	TPR->SIG+TM+TM+TM+TM+TM*->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	sctV	bacteria>proteobacteria>deltaproteobacteria	Lawsonia intracellularis N343	type III secretion pore protein [Lawsonia intracellularis N343]	441493271	bacteria>proteobacteria>deltaproteobacteria	bacteria>proteobacteria>deltaproteobacteria	bacteria	SIG+TM(s)	TPR->SIG+TM(s)*->SIG+TM->SIG+TM(s)->TM(s)->	SIG TM(s)	TPR SIG+TM(s)* SIG+TM SIG+TM(s) TM(s) 
AGH97495.1	<-ParA-Soj-PloopNTPase<-SIG+APATPase<-?<-?<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	700	A11S_671	bacteria>proteobacteria>alphaproteobacteria	Micavibrio aeruginosavorus EPB	Flagellar biosynthesis protein FlhA [Micavibrio aeruginosavorus EPB]	469927530	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	SIG+TM(s)	<-ParA-Soj-PloopNTPase<-SIG+APATPase<-?<-?<-SIG+TM(s)*	SIG TM(s)	 ParA-Soj-PloopNTPase SIG+APATPase ? ? SIG+TM(s)*
AGK49382.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>betaproteobacteria	Burkholderia thailandensis MSMB121	flagellar biosynthesis protein FlhA [Burkholderia thailandensis MSMB121]	484587757	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	SIG TM(s)	TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH 
AGM43278.1	CheC->CheC->SIG+TM->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila ML09119	flagellar biosynthesis protein FlhA [Aeromonas hydrophila ML09-119]	507220741	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	SIG TM(s)	CheC CheC SIG+TM SIG+TM(s) SIG+TM SIG+TM(s) TM(s) SIG+TM(s)* SIG+APATPase ParA-Soj-PloopNTPase SIGMA-HTH REC SFII-RAD3 HPT+HISKIN+CheW REC 
AGN85323.1	CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>gammaproteobacteria	Enterobacter sp R4368	flagellar biosynthesis protein FlhA [Enterobacter sp. R4-368]	511527783	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->TM(s)->SIG+TM(s)*->SIG+TM->	SIG TM(s)	CheRN-Alpha+CheR-Methylase REC REC SFII-RAD3 TM(s) SIG+TM(s)* SIG+TM 
AIA70916.1	<-SIG+TM<-SIG+TM+TM+TM<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM+TM+TM+TM+TM*<-CR-ATPase7	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	EV46_10035	bacteria>proteobacteria>gammaproteobacteria	Pectobacterium atrosepticum	type III secretion protein HrpI [Pectobacterium atrosepticum]	641745445	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	<-SIG+TM<-SIG+TM(s)<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM(s)*<-CR-ATPase7	SIG TM(s)	 SIG+TM SIG+TM(s) Cluster63_2clades ? TET-TPase NACHT FHA SIG+TM(s)* CR-ATPase7
AIK14311.1	CR-ATPase7->SIG+TM+TM+TM+TM+TM*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->SIG+TM+TM+TM->SIG+TM->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	hrcV	bacteria>proteobacteria>gammaproteobacteria	Pectobacterium atrosepticum	type III secretion protein [Pectobacterium atrosepticum]	672933476	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	CR-ATPase7->SIG+TM(s)*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->SIG+TM(s)->SIG+TM->	SIG TM(s)	CR-ATPase7 SIG+TM(s)* FHA NACHT TET-TPase ? Cluster63_2clades SIG+TM(s) SIG+TM 
AIL71248.1	<-REC<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>gammaproteobacteria	Vibrio vulnificus	flagellar biosynthesis protein FlhA [Vibrio vulnificus]	675336734	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	SIG+TM(s)	<-REC<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	SIG TM(s)	 REC HPT+HISKIN+CheW SFII-RAD3 REC SIGMA-HTH ParA-Soj-PloopNTPase SIG+APATPase SIG+TM(s)*
AIO49128.1	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia	flagellar biosynthesis protein FlhA [Burkholderia cepacia]	685662001	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIGMA-HTH ParA-Soj-PloopNTPase SIG+APATPase SIG+TM(s)* TM(s)
AIO65039.1	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	700	flhA	bacteria>proteobacteria>betaproteobacteria	Burkholderia oklahomensis	flagellar biosynthesis protein FlhA [Burkholderia oklahomensis]	685677919	bacteria>proteobacteria>betaproteobacteria	bacteria>proteobacteria>betaproteobacteria	bacteria	SIG+TM(s)	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	SIG TM(s)	 SIGMA-HTH ParA-Soj-PloopNTPase SIG+APATPase SIG+TM(s)* TM(s)
