AccNum	ClustID	ClustName.orig	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_001350822.1	000003.472	Snf7	Snf7*->	SIG+Snf7	SIG+Snf7	226	PFL2090c	eukaryota>alveolata>apicomplexa	Plasmodium falciparum 3D7	-
XP_729025.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	208	PY01293	eukaryota>alveolata>apicomplexa	Plasmodium yoelii yoelii 17XNL	-
Chet1000002205	000003.472	Snf7	-	Snf7	Snf7	226	Chet1000002205	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	-
Chet1000008429	000003.472	Snf7	-	Snf7	Snf7	215	Chet1000008429	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	-
NP_588238.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	210	SPCC162.06c	eukaryota>fungi>ascomycota	Schizosaccharomyces pombe 972h-	-
Crev1000002970	000003.472	Snf7	-	Snf7	Snf7	253	Crev1000002970	eukaryota>fungi>kickxellomycotina	Coemansia reversa	-
Crev1000006838	000003.472	Snf7	-	Snf7	Snf7	167	Crev1000006838	eukaryota>fungi>kickxellomycotina	Coemansia reversa	-
Bcir1000002159	000003.472	Snf7	-	Snf7	Snf7	224	Bcir1000002159	eukaryota>fungi>mucoromycotina	Backusella circina	-
Bcir1000010838	000003.472	Snf7	-	SIG+Snf7	Snf7	210	Bcir1000010838	eukaryota>fungi>mucoromycotina	Backusella circina	-
Lhya1000001166	000003.472	Snf7	-	SIG+Snf7	Snf7	215	Lhya1000001166	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	-
Lhya1000007333	000003.472	Snf7	-	SIG+Snf7	Snf7	231	Lhya1000007333	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	-
Uram1000004439	000003.472	Snf7	-	SIG+Snf7	Snf7	215	Uram1000004439	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	-
Uram1000005364	000003.472	Snf7	-	SIG+Snf7	Snf7	222	Uram1000005364	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	-
Pisp1000002826	000003.472	Snf7	-	Snf7	Snf7	144	Pisp1000002826	eukaryota>fungi>neocallimastigomycota	Piromyces sp	-
XP_002410943.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	159	IscW_ISCW008685	eukaryota>metazoa	Ixodes scapularis	-
XP_013775870.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	235	LOC106460689	eukaryota>metazoa	Limulus polyphemus	-
XP_013792479.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	222	LOC106476365	eukaryota>metazoa	Limulus polyphemus	-
Caps1000007247	000003.472	Snf7	-	Snf7	Snf7	220	Caps1000007247	eukaryota>metazoa>annelida	Capitella spI	-
Caps1000013077	000003.472	Snf7	-	Snf7	Snf7	219	Caps1000013077	eukaryota>metazoa>annelida	Capitella spI	-
Smar1000000527	000003.472	Snf7	-	Snf7	Snf7	222	Smar1000000527	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
Smar1000005261	000003.472	Snf7	-	Snf7	Snf7	223	Smar1000005261	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
NP_054888.2	000003.472	Snf7	Snf7*->	Snf7	Snf7	265	CHMP4A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_003269547.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	233	CHMP4C	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_003263474.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	171	CHMP5	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012364469.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	218	CHMP5	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012364468.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	228	CHMP5	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_686934.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	219	chmp5a	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_016657744.1	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	213	LOC100167527	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016657741.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	221	LOC100572335	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016657740.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	238	LOC100572335	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_392468.2	000003.472	Snf7	Snf7*->	Snf7	Snf7	271	LOC408939	eukaryota>metazoa>hexapoda	Apis mellifera	-
NP_001261994.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	226	Vps60	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_648997.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	226	Vps60	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_610462.3	000003.472	Snf7	Snf7*->	Snf7	Snf7	226	shrb	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001306899.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	221	LOC105321025	eukaryota>metazoa>mollusca	Crassostrea gigas	-
ERG87774.1	000003.472	Snf7	<-Snf7*	Snf7	Snf7	222	ASU_00106	eukaryota>metazoa>nematoda	Ascaris suum	-
ERG84589.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	227	ASU_05104	eukaryota>metazoa>nematoda	Ascaris suum	-
NP_505022.2	000003.472	Snf7	Snf7*->	SIG+Snf7	Snf7	217	vps-32.2	eukaryota>metazoa>nematoda	Caenorhabditis elegans	-
Smed1000001895	000003.472	Snf7	-	Snf7	Snf7	204	Smed1000001895	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
Smed1000025307	000003.472	Snf7	-	Snf7	Snf7	222	Smed1000025307	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
Bnat1000013158	000003.472	Snf7	-	SIG+Snf7	Snf7	225	Bnat1000013158	eukaryota>rhizaria	Bigelowiella natans	-
Bnat1000019199	000003.472	Snf7	-	SIG+Snf7	Snf7	239	Bnat1000019199	eukaryota>rhizaria	Bigelowiella natans	-
Pram1000002576	000003.472	Snf7	-	Snf7	Snf7	229	Pram1000002576	eukaryota>stramenopiles	Phytophthora ramorum	-
Pram1000011108	000003.472	Snf7	-	SIG+Snf7	Snf7	256	Pram1000011108	eukaryota>stramenopiles	Phytophthora ramorum	-
XP_006588408.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	237	LOC100527083	eukaryota>viridiplantae	Glycine max	-
NP_001238436.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	247	LOC100527083	eukaryota>viridiplantae	Glycine max	-
XP_001762313.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	227	PHYPADRAFT_163299	eukaryota>viridiplantae	Physcomitrella patens	-
XP_001769849.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	189	PHYPADRAFT_215712	eukaryota>viridiplantae	Physcomitrella patens	-
XP_001762395.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	227	PHYPADRAFT_62634	eukaryota>viridiplantae	Physcomitrella patens	-
NP_001130264.1	000003.472	Snf7	Snf7*->	SIG+Snf7	SIG+Snf7	196	LOC100191358	eukaryota>viridiplantae	Zea mays	-
XP_008654220.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	222	LOC100191358	eukaryota>viridiplantae	Zea mays	-
NP_001152491.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	226	LOC100286131	eukaryota>viridiplantae	Zea mays	-
XP_008679352.1	000003.472	Snf7	Snf7*->	SIG+Snf7	SIG+Snf7	223	LOC103654298	eukaryota>viridiplantae	Zea mays	-
XP_008679353.1	000003.472	Snf7	Snf7*->	SIG+Snf7	SIG+Snf7	223	LOC103654298	eukaryota>viridiplantae	Zea mays	-
XP_008679354.1	000003.472	Snf7	Snf7*->	SIG+Snf7	SIG+Snf7	223	LOC103654298	eukaryota>viridiplantae	Zea mays	-
NP_001140957.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	134	pco100749b	eukaryota>viridiplantae	Zea mays	-
XP_003078788.1	000003.472	Snf7	Snf7*->	Snf7	Snf7	271	Ot04g02700	eukaryota>viridiplantae>chlorophyta	Ostreococcus tauri	-
XP_002433460.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA+EP1	1812	IscW_ISCW001340	eukaryota>metazoa	Ixodes scapularis	-
XP_013773314.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+SidE	1945	LOC106458353	eukaryota>metazoa	Limulus polyphemus	-
XP_013783817.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+WXG	1364	LOC106467971	eukaryota>metazoa	Limulus polyphemus	-
XP_013786440.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1+NtCtMGAM_N+Gal_mutarotas_2+Glyco_hydro_31	SidE+EP1	2275	LOC106470429	eukaryota>metazoa	Limulus polyphemus	-
Smar1000011578	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	-	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+PspA	2008	Smar1000011578	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
XP_018671078.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+EP1	1636	LOC100186390	eukaryota>metazoa>chordata	Ciona intestinalis	-
XP_015150680.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA+EP1	1939	MYH13	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015150708.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA+MA	1940	MYH1D	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_003642358.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PspA+DOC	1941	MYH1G	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015150707.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PspA+DOC	1970	MYH1G	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015152280.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_016883476.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	MA	1807	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884295.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884293.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884292.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_011528499.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884294.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_017171331.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1935	Myh7	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_012353399.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPOUT+EP1+Phage-tail-tape+SidE	1815	LOC100599213	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_004091949.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1935	LOC100601359	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_003274728.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA+MA	1940	MYH13	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012356893.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	MYH3	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012356895.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+SIGMA-HTH	1938	MYH4	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_003274732.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+SIGMA-HTH	1939	MYH4	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012356894.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+SIGMA-HTH	1940	MYH4	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012367127.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+EP1+PspA	1931	MYH7B	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_003274734.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA+EP1+SIGMA-HTH	1937	MYH8	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_012363194.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1939	MYH9	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_002666778.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA+EP1	1940	LOC100329748	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_002666779.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE+PspA+PspA+EP1	1938	LOC100329813	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_017208697.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1431	LOC100537594	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009292203.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA	1939	LOC103909185	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009297365.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH+EP1	1698	myh9b	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_001924009.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+MA	1933	myha	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_005173989.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA	1937	wu:fd14a01	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_011612179.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA	1938	LOC100462941	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_003976959.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+MA+MA	1934	LOC100653413	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011602368.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE+MA	1943	LOC101071797	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011612215.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1252	LOC777982	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011602627.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+SIGMA-HTH+EP1	1945	LOC777984	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011612620.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA	1938	myh7b	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011602525.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1	1122	myhm86-1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_016656797.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1953	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656803.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179214.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656798.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656795.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179219.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656793.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179221.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656806.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656804.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_001952092.2	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656802.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179223.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656799.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656805.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179213.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179217.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179224.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656794.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179215.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656801.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179222.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656807.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179216.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179227.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
